date,material,material_demand,production_volume,ending_inventory,waste_percent
2025-08-23,Chemical_B,52.9,51.28,442.96,4.07
2025-08-23,Packaging_C,138.13,135.15,576.22,4.2
2025-08-23,Resin_D,28.8,29.73,342.48,3.78
2025-08-24,Pulp_A,204.67,188.98,889.27,2.58
2025-08-24,Chemical_B,53.68,55.19,452.07,2.98
2025-08-24,Packaging_C,109.81,108.27,629.95,5.67
2025-08-24,Resin_D,41.29,41.84,325.19,5.85
2025-08-25,Pulp_A,202.96,197.74,892.9,3.53
2025-08-25,Chemical_B,93.74,101.21,356.76,3.26
2025-08-25,Packaging_C,114.57,107.52,543.25,5.42
2025-08-25,Resin_D,39.96,40.98,301.15,3.21
2025-08-26,Pulp_A,203.78,214.01,900.66,5.7
2025-08-26,Chemical_B,92.68,87.51,385.6,3.39
2025-08-26,Packaging_C,153.43,151.01,591.75,2.69
2025-08-26,Resin_D,62.47,59.1,288.41,4.67
2025-08-27,Pulp_A,243.95,258.47,885.81,3.88
2025-08-27,Chemical_B,103.06,103.73,357.84,1.4
2025-08-27,Packaging_C,144.4,142.0,559.08,2.48
2025-08-27,Resin_D,65.36,64.66,307.75,3.98
2025-08-28,Pulp_A,218.87,230.37,918.36,1.4
2025-08-28,Chemical_B,120.35,126.68,344.54,4.92
2025-08-28,Packaging_C,134.21,126.15,563.32,5.38
2025-08-28,Resin_D,72.82,73.76,238.87,5.68
2025-08-29,Pulp_A,207.76,218.05,943.41,5.75
2025-08-29,Chemical_B,75.97,75.24,388.95,4.22
2025-08-29,Packaging_C,122.84,124.8,573.48,5.51
2025-08-29,Resin_D,46.71,46.28,314.99,1.24
2025-08-30,Pulp_A,199.3,202.11,911.15,2.77
2025-08-30,Chemical_B,71.7,75.44,437.91,4.16
2025-08-30,Packaging_C,119.91,118.26,613.74,5.79
2025-08-30,Resin_D,82.0,78.33,315.23,4.13
2025-08-31,Pulp_A,173.41,161.19,933.91,4.02
2025-08-31,Chemical_B,69.85,66.8,444.86,4.33
2025-08-31,Packaging_C,111.06,105.08,568.81,1.92
2025-08-31,Resin_D,40.57,37.66,303.05,2.99
2025-09-01,Pulp_A,166.62,163.5,984.7,5.2
2025-09-01,Chemical_B,85.85,79.83,359.86,1.36
2025-09-01,Packaging_C,156.0,165.44,591.43,3.79
2025-09-01,Resin_D,68.2,69.78,273.39,1.23
2025-09-02,Pulp_A,203.58,192.83,890.95,1.63
2025-09-02,Chemical_B,86.18,82.68,362.3,2.79
2025-09-02,Packaging_C,145.07,135.24,502.29,1.02
2025-09-02,Resin_D,82.7,81.52,326.96,3.45
2025-09-03,Pulp_A,204.82,199.42,893.58,1.89
2025-09-03,Chemical_B,108.19,105.0,383.43,2.97
2025-09-03,Packaging_C,125.33,118.9,569.33,4.99
2025-09-03,Resin_D,72.91,72.62,350.47,5.61
2025-09-04,Pulp_A,207.34,202.36,883.75,4.91
2025-09-04,Chemical_B,85.76,81.98,390.52,3.0
2025-09-04,Packaging_C,134.93,128.04,563.55,5.0
2025-09-04,Resin_D,83.4,82.33,269.69,3.89
2025-09-05,Pulp_A,216.45,229.14,895.43,1.3
2025-09-05,Chemical_B,73.0,72.02,412.61,3.74
2025-09-05,Packaging_C,137.47,148.4,500.19,1.68
2025-09-05,Resin_D,50.45,47.49,365.28,1.79
2025-09-06,Pulp_A,183.06,188.02,887.59,3.42
2025-09-06,Chemical_B,39.31,39.9,409.4,3.88
2025-09-06,Packaging_C,110.24,111.18,558.79,3.85
2025-09-06,Resin_D,56.97,52.64,297.72,2.77
2025-09-07,Pulp_A,196.61,189.1,939.66,4.47
2025-09-07,Chemical_B,87.3,90.58,395.53,4.05
2025-09-07,Packaging_C,94.97,91.35,604.13,3.1
2025-09-07,Resin_D,51.85,50.09,385.94,1.03
2025-09-08,Pulp_A,181.91,188.74,917.28,1.12
2025-09-08,Chemical_B,94.12,89.22,383.95,3.36
2025-09-08,Packaging_C,133.01,134.08,548.07,3.04
2025-09-08,Resin_D,78.89,75.06,297.4,1.11
2025-09-09,Pulp_A,212.82,226.12,914.04,3.98
2025-09-09,Chemical_B,79.92,83.12,427.88,5.57
2025-09-09,Packaging_C,110.33,106.25,596.84,1.99
2025-09-09,Resin_D,52.15,52.61,296.19,3.94
2025-09-10,Pulp_A,238.07,222.13,831.36,1.44
2025-09-10,Chemical_B,85.33,81.43,357.33,2.42
2025-09-10,Packaging_C,147.86,136.36,542.24,4.25
2025-09-10,Resin_D,80.29,85.85,309.81,1.1
2025-09-11,Pulp_A,243.7,250.06,819.31,4.4
2025-09-11,Chemical_B,69.54,73.77,430.63,1.25
2025-09-11,Packaging_C,134.19,128.95,560.13,2.1
2025-09-11,Resin_D,94.89,90.93,280.13,4.79
2025-09-12,Pulp_A,197.33,194.51,929.71,2.05
2025-09-12,Chemical_B,84.54,90.42,393.24,2.52
2025-09-12,Packaging_C,139.43,143.7,578.94,5.83
2025-09-12,Resin_D,49.25,50.6,318.65,4.65
2025-09-13,Pulp_A,170.33,170.45,938.45,2.56
2025-09-13,Chemical_B,94.39,98.1,356.91,2.16
2025-09-13,Packaging_C,87.78,83.55,596.4,4.92
2025-09-13,Resin_D,42.39,44.09,351.22,5.48
2025-09-14,Pulp_A,185.74,199.3,923.51,2.88
2025-09-14,Chemical_B,58.37,58.24,412.06,1.55
2025-09-14,Packaging_C,98.66,103.54,573.49,5.38
2025-09-14,Resin_D,57.57,60.86,306.65,4.82
2025-09-15,Pulp_A,215.4,230.74,863.96,4.41
2025-09-15,Chemical_B,83.84,85.79,339.0,3.55
2025-09-15,Packaging_C,123.33,129.3,558.47,5.31
2025-09-15,Resin_D,81.62,84.91,261.93,5.06
2025-09-16,Pulp_A,206.51,218.35,901.96,1.66
2025-09-16,Chemical_B,99.08,101.9,397.72,2.26
2025-09-16,Packaging_C,127.67,118.55,574.15,4.59
2025-09-16,Resin_D,81.52,80.0,291.39,1.84
2025-09-17,Pulp_A,211.24,200.73,919.49,4.6
2025-09-17,Chemical_B,120.84,120.08,360.78,5.14
2025-09-17,Packaging_C,136.56,127.94,584.43,5.19
2025-09-17,Resin_D,81.83,80.04,319.6,5.4
2025-09-18,Pulp_A,199.9,196.95,908.41,5.43
2025-09-18,Chemical_B,99.46,95.81,411.86,2.24
2025-09-18,Packaging_C,126.37,131.94,581.32,2.97
2025-09-18,Resin_D,69.84,68.38,306.15,2.79
2025-09-19,Pulp_A,212.62,210.6,834.06,5.4
2025-09-19,Chemical_B,132.05,124.41,400.64,5.91
2025-09-19,Packaging_C,125.69,128.97,571.66,3.98
2025-09-19,Resin_D,38.84,40.61,291.5,1.98
2025-09-20,Pulp_A,197.79,195.23,928.95,3.29
2025-09-20,Chemical_B,78.21,78.37,376.08,2.6
2025-09-20,Packaging_C,122.24,119.21,574.71,1.27
2025-09-20,Resin_D,39.78,38.0,301.52,1.0
2025-09-21,Pulp_A,179.56,168.65,933.47,1.34
2025-09-21,Chemical_B,70.11,69.33,409.1,1.6
2025-09-21,Packaging_C,77.63,76.07,626.84,4.11
2025-09-21,Resin_D,36.49,33.78,346.74,5.97
2025-09-22,Pulp_A,227.02,221.25,861.78,3.22
2025-09-22,Chemical_B,84.78,89.68,441.27,5.33
2025-09-22,Packaging_C,132.39,132.03,567.06,5.93
2025-09-22,Resin_D,51.03,51.34,344.55,5.96
2025-09-23,Pulp_A,193.55,178.28,939.04,3.02
2025-09-23,Chemical_B,93.15,90.72,368.03,5.14
2025-09-23,Packaging_C,116.45,108.4,564.56,1.94
2025-09-23,Resin_D,36.61,36.13,350.18,2.88
2025-09-24,Pulp_A,177.0,165.87,920.85,5.77
2025-09-24,Chemical_B,80.88,78.27,385.95,2.6
2025-09-24,Packaging_C,135.1,126.94,551.14,4.17
2025-09-24,Resin_D,65.85,61.4,341.73,5.78
2025-09-25,Pulp_A,216.89,205.4,872.8,5.27
2025-09-25,Chemical_B,83.22,86.8,383.64,5.67
2025-09-25,Packaging_C,125.63,121.29,579.67,2.44
2025-09-25,Resin_D,42.27,42.57,292.72,1.8
2025-09-26,Pulp_A,194.68,188.77,918.17,3.52
2025-09-26,Chemical_B,92.89,95.05,402.38,1.78
2025-09-26,Packaging_C,115.22,112.96,587.22,3.07
2025-09-26,Resin_D,57.32,54.38,314.58,2.96
2025-09-27,Pulp_A,184.04,198.21,922.69,2.91
2025-09-27,Chemical_B,54.99,56.11,449.3,1.96
2025-09-27,Packaging_C,127.77,118.96,584.25,2.67
2025-09-27,Resin_D,60.58,59.19,278.84,1.74
2025-09-28,Pulp_A,208.59,204.65,900.91,1.66
2025-09-28,Chemical_B,55.81,54.02,401.45,4.21
2025-09-28,Packaging_C,134.15,131.2,586.55,5.12
2025-09-28,Resin_D,42.77,44.83,296.4,1.9
2025-09-29,Pulp_A,227.45,210.18,844.87,4.45
2025-09-29,Chemical_B,77.53,78.89,393.69,2.2
2025-09-29,Packaging_C,117.15,110.54,577.97,2.49
2025-09-29,Resin_D,62.9,59.11,306.71,2.54
2025-09-30,Pulp_A,212.79,225.88,928.55,3.77
2025-09-30,Chemical_B,62.15,58.83,416.8,5.58
2025-09-30,Packaging_C,111.54,116.18,551.54,2.69
2025-09-30,Resin_D,77.25,71.68,303.82,2.29
2025-10-01,Pulp_A,185.01,192.23,910.08,5.6
2025-10-01,Chemical_B,55.34,59.43,397.4,3.22
2025-10-01,Packaging_C,95.06,101.29,600.89,3.84
2025-10-01,Resin_D,73.39,71.54,316.17,3.17
2025-10-02,Pulp_A,202.11,211.61,922.93,5.7
2025-10-02,Chemical_B,103.91,108.98,388.86,5.23
2025-10-02,Packaging_C,119.66,117.78,577.09,4.37
2025-10-02,Resin_D,87.23,85.23,279.72,4.17
2025-10-03,Pulp_A,216.8,218.39,864.78,2.02
2025-10-03,Chemical_B,98.16,97.88,355.72,2.08
2025-10-03,Packaging_C,126.7,126.2,587.0,5.49
2025-10-03,Resin_D,90.85,87.25,289.76,3.23
2025-10-04,Pulp_A,186.09,171.23,905.5,1.2
2025-10-04,Chemical_B,79.44,80.08,407.13,1.77
2025-10-04,Packaging_C,120.1,124.55,618.1,4.85
2025-10-04,Resin_D,45.93,44.77,338.78,4.24
2025-10-05,Pulp_A,184.81,194.15,895.87,3.99
2025-10-05,Chemical_B,56.1,59.28,359.14,2.7
2025-10-05,Packaging_C,118.12,112.1,592.59,3.15
2025-10-05,Resin_D,52.78,53.08,301.36,4.18
2025-10-06,Pulp_A,199.37,184.75,885.34,2.61
2025-10-06,Chemical_B,99.83,102.5,379.83,3.18
2025-10-06,Packaging_C,128.82,123.85,590.4,1.26
2025-10-06,Resin_D,53.96,52.26,330.12,3.66
2025-10-07,Pulp_A,238.34,225.62,893.92,2.9
2025-10-07,Chemical_B,88.33,91.55,388.84,5.61
2025-10-07,Packaging_C,135.71,129.02,600.47,4.33
2025-10-07,Resin_D,83.55,83.42,332.46,3.64
2025-10-08,Pulp_A,211.8,201.55,836.15,5.03
2025-10-08,Chemical_B,112.01,110.89,343.63,2.38
2025-10-08,Packaging_C,98.52,105.35,620.25,5.61
2025-10-08,Resin_D,32.18,33.4,343.53,1.18
2025-10-09,Pulp_A,177.03,188.95,914.96,1.06
2025-10-09,Chemical_B,107.85,107.59,376.16,1.43
2025-10-09,Packaging_C,128.47,130.82,583.34,2.18
2025-10-09,Resin_D,22.64,21.1,336.62,1.53
2025-10-10,Pulp_A,200.93,191.12,914.9,3.52
2025-10-10,Chemical_B,68.48,63.4,411.49,1.26
2025-10-10,Packaging_C,127.07,134.06,558.45,2.31
2025-10-10,Resin_D,55.49,55.04,317.31,3.89
2025-10-11,Pulp_A,162.53,157.74,957.06,1.53
2025-10-11,Chemical_B,53.59,55.88,414.91,5.83
2025-10-11,Packaging_C,134.29,129.67,585.76,4.15
2025-10-11,Resin_D,28.04,29.2,275.98,2.41
2025-10-12,Pulp_A,198.13,184.06,896.33,3.43
2025-10-12,Chemical_B,68.45,68.95,425.7,2.25
2025-10-12,Packaging_C,124.36,125.54,565.26,3.57
2025-10-12,Resin_D,43.81,44.53,341.02,1.4
2025-10-13,Pulp_A,215.35,217.95,889.52,1.63
2025-10-13,Chemical_B,105.38,103.8,380.84,5.4
2025-10-13,Packaging_C,139.69,142.45,567.29,1.66
2025-10-13,Resin_D,48.57,51.74,310.61,4.8
2025-10-14,Pulp_A,190.68,181.04,935.67,4.78
2025-10-14,Chemical_B,60.45,61.58,410.92,1.2
2025-10-14,Packaging_C,123.07,116.14,526.74,5.92
2025-10-14,Resin_D,57.69,54.96,309.67,4.85
2025-10-15,Pulp_A,233.78,215.86,818.43,1.17
2025-10-15,Chemical_B,103.27,109.63,366.13,1.43
2025-10-15,Packaging_C,141.49,138.96,560.5,5.15
2025-10-15,Resin_D,47.12,50.42,363.39,2.38
2025-10-16,Pulp_A,227.21,236.85,846.99,5.65
2025-10-16,Chemical_B,92.62,96.15,367.64,1.32
2025-10-16,Packaging_C,106.18,102.86,574.35,5.91
2025-10-16,Resin_D,83.95,90.35,313.2,2.89
2025-10-17,Pulp_A,204.36,216.45,929.55,1.9
2025-10-17,Chemical_B,100.97,99.25,354.6,4.04
2025-10-17,Packaging_C,153.22,146.56,537.46,1.29
2025-10-17,Resin_D,60.14,56.94,267.61,2.77
2025-10-18,Pulp_A,181.76,184.18,914.81,5.42
2025-10-18,Chemical_B,70.49,72.35,377.12,3.1
2025-10-18,Packaging_C,99.85,99.92,641.56,1.04
2025-10-18,Resin_D,61.93,57.36,344.87,2.84
2025-10-19,Pulp_A,190.14,190.2,918.31,5.55
2025-10-19,Chemical_B,75.26,78.85,440.7,5.32
2025-10-19,Packaging_C,88.2,86.59,546.04,5.83
2025-10-19,Resin_D,38.26,40.48,342.83,3.4
2025-10-20,Pulp_A,210.38,207.59,870.95,5.39
2025-10-20,Chemical_B,91.99,92.84,371.08,1.27
2025-10-20,Packaging_C,129.28,124.95,582.72,3.35
2025-10-20,Resin_D,57.6,54.76,337.25,1.65
2025-10-21,Pulp_A,224.0,222.98,858.2,2.14
2025-10-21,Chemical_B,76.94,82.36,373.9,2.72
2025-10-21,Packaging_C,129.06,122.44,578.61,5.46
2025-10-21,Resin_D,91.4,98.48,275.02,1.25
2025-10-22,Pulp_A,213.5,206.05,873.77,1.92
2025-10-22,Chemical_B,77.14,76.74,406.85,4.03
2025-10-22,Packaging_C,123.07,128.66,575.35,1.05
2025-10-22,Resin_D,70.26,69.51,311.33,3.68
2025-10-23,Pulp_A,173.65,184.41,913.96,5.47
2025-10-23,Chemical_B,100.91,107.8,334.95,5.81
2025-10-23,Packaging_C,84.33,81.35,629.94,5.79
2025-10-23,Resin_D,68.1,65.73,279.64,2.4
2025-10-24,Pulp_A,211.24,197.13,873.1,1.77
2025-10-24,Chemical_B,91.99,88.44,311.64,2.58
2025-10-24,Packaging_C,125.74,135.12,560.81,5.72
2025-10-24,Resin_D,76.55,81.56,251.97,1.03
2025-10-25,Pulp_A,192.4,177.44,921.56,2.29
2025-10-25,Chemical_B,94.57,98.1,368.39,5.98
2025-10-25,Packaging_C,116.58,117.21,538.32,3.03
2025-10-25,Resin_D,46.63,47.4,357.83,2.14
2025-10-26,Pulp_A,219.89,220.43,890.6,5.95
2025-10-26,Chemical_B,43.3,45.18,465.59,1.85
2025-10-26,Packaging_C,88.41,87.45,582.1,4.91
2025-10-26,Resin_D,68.66,69.5,304.39,2.71
2025-10-27,Pulp_A,201.16,192.29,916.31,3.52
2025-10-27,Chemical_B,87.47,86.71,442.43,5.83
2025-10-27,Packaging_C,146.14,137.71,559.13,3.85
2025-10-27,Resin_D,68.52,70.91,332.37,2.86
2025-10-28,Pulp_A,208.78,205.26,869.02,5.34
2025-10-28,Chemical_B,96.55,103.76,371.15,3.22
2025-10-28,Packaging_C,134.52,138.57,515.59,2.37
2025-10-28,Resin_D,63.18,61.7,298.73,2.58
2025-10-29,Pulp_A,179.99,171.13,917.48,2.55
2025-10-29,Chemical_B,84.3,83.55,399.8,3.88
2025-10-29,Packaging_C,147.71,150.25,576.62,1.44
2025-10-29,Resin_D,58.45,59.35,321.19,4.7
2025-10-30,Pulp_A,218.11,201.72,871.13,5.22
2025-10-30,Chemical_B,63.22,59.52,406.57,5.77
2025-10-30,Packaging_C,148.58,149.65,513.24,1.63
2025-10-30,Resin_D,50.71,48.39,304.47,3.06
2025-10-31,Pulp_A,196.04,191.86,921.55,2.95
2025-10-31,Chemical_B,76.2,70.93,417.1,2.58
2025-10-31,Packaging_C,131.32,137.15,525.04,5.29
2025-10-31,Resin_D,59.51,61.29,340.64,2.56
2025-11-01,Pulp_A,195.14,179.84,896.44,3.05
2025-11-01,Chemical_B,86.13,89.8,361.95,2.52
2025-11-01,Packaging_C,103.89,103.0,618.62,4.64
2025-11-01,Resin_D,58.05,59.06,288.11,5.58
2025-11-02,Pulp_A,200.1,202.28,883.76,2.37
2025-11-02,Chemical_B,37.05,37.52,430.01,5.45
2025-11-02,Packaging_C,142.23,142.66,583.4,1.26
2025-11-02,Resin_D,47.29,45.86,288.15,1.91
2025-11-03,Pulp_A,180.64,173.65,920.54,3.32
2025-11-03,Chemical_B,92.25,86.44,400.65,4.88
2025-11-03,Packaging_C,140.06,131.41,576.95,4.22
2025-11-03,Resin_D,70.34,71.98,334.55,3.29
2025-11-04,Pulp_A,203.49,208.02,897.32,1.41
2025-11-04,Chemical_B,60.24,60.68,401.11,1.67
2025-11-04,Packaging_C,146.29,138.41,569.86,1.52
2025-11-04,Resin_D,30.8,28.86,395.25,4.25
2025-11-05,Pulp_A,213.93,218.24,890.48,1.38
2025-11-05,Chemical_B,77.46,74.48,387.43,2.93
2025-11-05,Packaging_C,133.76,140.93,580.87,4.55
2025-11-05,Resin_D,71.44,68.87,290.25,4.2
2025-11-06,Pulp_A,198.26,211.92,877.64,1.12
2025-11-06,Chemical_B,102.97,108.51,395.6,5.87
2025-11-06,Packaging_C,139.08,142.36,587.72,1.64
2025-11-06,Resin_D,64.89,60.12,331.28,2.81
2025-11-07,Pulp_A,220.09,218.65,901.82,1.28
2025-11-07,Chemical_B,71.1,75.97,341.45,4.21
2025-11-07,Packaging_C,135.9,126.47,515.36,5.86
2025-11-07,Resin_D,61.71,60.28,257.83,4.41
2025-11-08,Pulp_A,213.01,205.11,910.63,2.58
2025-11-08,Chemical_B,74.44,68.96,379.46,3.99
2025-11-08,Packaging_C,87.46,81.54,556.77,4.35
2025-11-08,Resin_D,40.88,40.37,351.51,5.19
2025-11-09,Pulp_A,189.29,190.82,923.22,1.96
2025-11-09,Chemical_B,77.67,72.06,414.33,5.22
2025-11-09,Packaging_C,85.34,85.98,595.62,1.46
2025-11-09,Resin_D,56.61,53.77,355.81,1.94
2025-11-10,Pulp_A,229.86,212.11,877.56,1.25
2025-11-10,Chemical_B,106.63,103.67,375.59,2.75
2025-11-10,Packaging_C,109.34,101.06,607.21,4.68
2025-11-10,Resin_D,85.44,88.74,335.79,4.38
2025-11-11,Pulp_A,204.13,191.92,866.96,1.65
2025-11-11,Chemical_B,100.59,108.03,384.86,4.14
2025-11-11,Packaging_C,137.68,140.29,594.41,4.91
2025-11-11,Resin_D,80.52,74.8,307.33,4.74
2025-11-12,Pulp_A,206.14,210.78,912.77,2.57
2025-11-12,Chemical_B,70.14,72.52,412.0,1.88
2025-11-12,Packaging_C,132.55,141.35,527.58,2.06
2025-11-12,Resin_D,74.37,74.38,286.18,5.56
2025-11-13,Pulp_A,219.22,209.85,856.84,1.78
2025-11-13,Chemical_B,101.14,105.27,415.79,2.55
2025-11-13,Packaging_C,100.75,108.55,569.4,2.46
2025-11-13,Resin_D,53.91,54.47,287.28,2.26
2025-11-14,Pulp_A,210.32,223.64,899.17,1.52
2025-11-14,Chemical_B,98.88,93.64,382.76,5.84
2025-11-14,Packaging_C,143.39,147.45,554.87,2.51
2025-11-14,Resin_D,59.69,55.8,291.92,1.72
2025-11-15,Pulp_A,193.1,202.23,884.08,1.71
2025-11-15,Chemical_B,75.99,72.31,376.56,1.49
2025-11-15,Packaging_C,108.45,111.16,618.41,3.69
2025-11-15,Resin_D,68.47,69.88,335.14,2.33
2025-11-16,Pulp_A,195.21,207.43,891.01,3.85
2025-11-16,Chemical_B,78.52,80.71,374.51,5.9
2025-11-16,Packaging_C,127.15,119.15,556.91,4.9
2025-11-16,Resin_D,47.73,48.73,346.43,3.15
2025-11-17,Pulp_A,186.94,194.78,898.12,5.68
2025-11-17,Chemical_B,94.81,91.06,394.8,1.34
2025-11-17,Packaging_C,140.42,143.41,553.81,4.61
2025-11-17,Resin_D,82.35,76.13,268.49,2.88
2025-11-18,Pulp_A,199.43,209.73,909.58,2.18
2025-11-18,Chemical_B,73.46,74.59,444.52,1.54
2025-11-18,Packaging_C,146.39,158.08,539.34,2.06
2025-11-18,Resin_D,82.3,88.43,261.97,5.58
2025-11-19,Pulp_A,236.55,222.76,863.8,5.89
2025-11-19,Chemical_B,80.82,77.87,386.7,5.08
2025-11-19,Packaging_C,123.53,120.41,570.93,5.91
2025-11-19,Resin_D,52.11,49.33,368.4,5.93
2025-11-20,Pulp_A,206.53,192.32,914.26,1.28
2025-11-20,Chemical_B,93.17,99.56,357.22,3.48
2025-11-20,Packaging_C,132.2,136.62,597.62,4.66
2025-11-20,Resin_D,63.13,64.52,284.87,1.35
2025-11-21,Pulp_A,223.48,241.22,822.23,3.37
2025-11-21,Chemical_B,86.13,90.21,421.15,3.98
2025-11-21,Packaging_C,132.05,134.26,591.38,4.15
2025-11-21,Resin_D,53.91,50.4,314.75,1.08
2025-11-22,Pulp_A,192.38,183.5,919.85,4.68
2025-11-22,Chemical_B,73.58,69.6,350.93,5.8
2025-11-22,Packaging_C,139.19,131.26,548.0,1.04
2025-11-22,Resin_D,53.4,53.02,313.86,3.59
2025-11-23,Pulp_A,197.58,204.48,899.77,3.21
2025-11-23,Chemical_B,59.52,62.5,434.77,3.94
2025-11-23,Packaging_C,107.82,110.03,573.85,5.15
2025-11-23,Resin_D,29.66,31.4,331.86,4.35
2025-11-24,Pulp_A,205.92,196.17,821.23,4.13
2025-11-24,Chemical_B,60.85,61.49,343.35,5.58
2025-11-24,Packaging_C,132.72,137.36,602.0,3.93
2025-11-24,Resin_D,50.21,49.92,323.92,2.23
2025-11-25,Pulp_A,212.65,228.04,903.01,3.67
2025-11-25,Chemical_B,101.94,95.89,426.94,2.88
2025-11-25,Packaging_C,140.08,138.88,539.87,4.89
2025-11-25,Resin_D,62.9,61.96,300.32,5.63
2025-11-26,Pulp_A,207.04,207.61,934.59,1.42
2025-11-26,Chemical_B,101.45,95.11,332.77,5.83
2025-11-26,Packaging_C,143.87,138.01,529.75,4.59
2025-11-26,Resin_D,82.06,83.56,320.59,5.46
2025-11-27,Pulp_A,213.48,204.88,872.11,5.94
2025-11-27,Chemical_B,114.02,117.39,343.5,2.06
2025-11-27,Packaging_C,125.01,123.23,551.24,2.17
2025-11-27,Resin_D,70.71,68.88,310.37,1.04
2025-11-28,Pulp_A,231.51,218.42,881.66,1.8
2025-11-28,Chemical_B,99.89,92.62,406.92,4.11
2025-11-28,Packaging_C,122.35,127.63,541.52,5.05
2025-11-28,Resin_D,80.9,79.69,290.88,4.86
2025-11-29,Pulp_A,213.86,227.81,885.17,1.44
2025-11-29,Chemical_B,65.41,68.6,424.41,5.25
2025-11-29,Packaging_C,120.75,112.05,578.3,1.75
2025-11-29,Resin_D,90.36,92.46,314.25,1.08
2025-11-30,Pulp_A,210.67,216.26,892.13,5.11
2025-11-30,Chemical_B,75.22,74.73,392.19,3.49
2025-11-30,Packaging_C,122.99,123.05,564.8,4.83
2025-11-30,Resin_D,36.99,37.87,336.76,1.86
2025-12-01,Pulp_A,222.49,210.29,901.46,5.81
2025-12-01,Chemical_B,81.26,82.91,394.59,2.27
2025-12-01,Packaging_C,145.91,157.09,566.49,3.51
2025-12-01,Resin_D,97.19,91.47,270.68,3.73
2025-12-02,Pulp_A,205.4,202.71,897.04,5.27
2025-12-02,Chemical_B,89.89,95.28,374.94,1.64
2025-12-02,Packaging_C,130.4,132.97,576.97,2.78
2025-12-02,Resin_D,63.44,64.86,329.6,2.18
2025-12-03,Pulp_A,228.81,215.15,880.8,5.33
2025-12-03,Chemical_B,78.81,77.9,402.43,1.8
2025-12-03,Packaging_C,154.17,144.45,565.75,3.53
2025-12-03,Resin_D,83.41,83.89,292.07,2.97
2025-12-04,Pulp_A,218.67,217.69,911.39,3.45
2025-12-04,Chemical_B,98.22,96.71,384.07,2.67
2025-12-04,Packaging_C,180.36,172.81,512.0,4.97
2025-12-04,Resin_D,42.68,40.0,328.06,2.19
2025-12-05,Pulp_A,217.62,206.09,888.98,3.3
2025-12-05,Chemical_B,101.64,102.48,324.63,2.78
2025-12-05,Packaging_C,146.95,144.07,551.62,2.29
2025-12-05,Resin_D,70.4,73.33,264.7,2.03
2025-12-06,Pulp_A,223.07,217.31,866.45,3.82
2025-12-06,Chemical_B,86.55,80.35,368.35,5.26
2025-12-06,Packaging_C,126.27,123.29,567.54,4.61
2025-12-06,Resin_D,66.07,62.12,301.94,1.89
2025-12-07,Pulp_A,189.29,180.08,910.36,5.72
2025-12-07,Chemical_B,76.03,81.18,405.0,3.72
2025-12-07,Packaging_C,135.82,139.28,537.91,5.95
2025-12-07,Resin_D,70.0,64.98,275.34,1.57
2025-12-08,Pulp_A,229.1,229.46,886.39,2.5
2025-12-08,Chemical_B,88.26,86.51,367.77,4.78
2025-12-08,Packaging_C,128.19,118.31,573.7,1.51
2025-12-08,Resin_D,85.57,87.45,285.89,5.01
2025-12-09,Pulp_A,187.93,176.16,898.83,5.38
2025-12-09,Chemical_B,87.18,87.35,399.81,3.44
2025-12-09,Packaging_C,148.57,150.47,555.15,3.7
2025-12-09,Resin_D,88.67,83.5,310.05,5.18
2025-12-10,Pulp_A,213.79,205.2,865.56,2.86
2025-12-10,Chemical_B,94.79,93.38,338.09,5.93
2025-12-10,Packaging_C,143.13,132.93,543.82,5.18
2025-12-10,Resin_D,122.08,123.28,286.92,1.85
2025-12-11,Pulp_A,212.13,215.3,862.51,2.05
2025-12-11,Chemical_B,86.03,81.01,413.17,1.73
2025-12-11,Packaging_C,156.16,163.22,578.19,5.69
2025-12-11,Resin_D,63.46,60.86,323.42,5.21
2025-12-12,Pulp_A,210.0,224.11,930.24,4.25
2025-12-12,Chemical_B,84.24,82.93,360.27,1.26
2025-12-12,Packaging_C,125.61,123.62,574.14,2.75
2025-12-12,Resin_D,86.64,81.83,303.46,2.83
2025-12-13,Pulp_A,188.49,197.49,902.18,4.54
2025-12-13,Chemical_B,71.45,66.95,374.71,4.14
2025-12-13,Packaging_C,116.13,117.59,617.0,5.56
2025-12-13,Resin_D,39.82,39.05,340.46,5.22
2025-12-14,Pulp_A,224.5,237.67,907.82,5.47
2025-12-14,Chemical_B,104.19,108.47,378.44,4.03
2025-12-14,Packaging_C,130.94,135.55,556.53,1.43
2025-12-14,Resin_D,39.87,38.84,331.55,1.09
2025-12-15,Pulp_A,239.01,243.58,806.21,4.32
2025-12-15,Chemical_B,90.66,85.16,397.92,5.26
2025-12-15,Packaging_C,142.61,153.59,588.14,1.49
2025-12-15,Resin_D,92.3,90.09,247.7,5.64
2025-12-16,Pulp_A,224.14,227.39,857.66,4.26
2025-12-16,Chemical_B,86.8,91.57,354.84,1.97
2025-12-16,Packaging_C,146.5,152.64,584.83,4.57
2025-12-16,Resin_D,82.8,87.67,257.47,3.16
2025-12-17,Pulp_A,222.45,209.74,890.12,2.95
2025-12-17,Chemical_B,96.38,102.05,386.35,5.41
2025-12-17,Packaging_C,133.39,138.18,560.72,2.56
2025-12-17,Resin_D,73.81,73.64,337.51,4.89
2025-12-18,Pulp_A,208.43,204.31,839.42,2.84
2025-12-18,Chemical_B,119.24,116.6,358.66,3.62
