date,material,material_demand,production_volume,ending_inventory,waste_percent,month,week,day_of_week,inventory_doh
2025-06-09,Chemical_B,97.07,103.19,344.67,5.73,6,24,0,106.52209745544454
2025-06-09,Packaging_C,152.72,159.57,570.32,3.38,6,24,0,112.03247773703511
2025-06-09,Resin_D,68.79,69.79,305.91,1.93,6,24,0,133.41037941561274
2025-06-10,Pulp_A,248.54,236.89,840.94,1.36,6,24,1,101.50559266114108
2025-06-10,Chemical_B,71.17,74.71,408.8,5.18,6,24,1,172.31979766755657
2025-06-10,Packaging_C,173.77,181.31,499.45,4.27,6,24,1,86.22604592277148
2025-06-10,Resin_D,63.56,62.8,319.44,1.19,6,24,1,150.7740717432347
2025-06-11,Pulp_A,240.13,220.92,847.69,3.08,6,24,2,105.90388539541082
2025-06-11,Chemical_B,99.78,107.33,376.08,2.13,6,24,2,113.07276007215874
2025-06-11,Packaging_C,138.6,132.63,534.25,1.01,6,24,2,115.63852813852813
2025-06-11,Resin_D,100.1,103.98,246.18,5.24,6,24,2,73.78021978021978
2025-06-12,Pulp_A,208.7,202.87,874.36,4.56,6,24,3,125.68663152850984
2025-06-12,Chemical_B,102.62,100.5,383.93,5.51,6,24,3,112.23835509647242
2025-06-12,Packaging_C,145.63,147.74,589.93,4.31,6,24,3,121.5264711941221
2025-06-12,Resin_D,90.87,93.91,263.93,1.84,6,24,3,87.1343677781446
2025-06-13,Pulp_A,240.54,257.94,894.5,1.21,6,24,4,111.5614866550262
2025-06-13,Chemical_B,119.02,115.14,318.4,4.57,6,24,4,80.25541925726768
2025-06-13,Packaging_C,148.5,148.83,557.75,3.54,6,24,4,112.67676767676767
2025-06-13,Resin_D,98.36,103.52,272.06,4.49,6,24,4,82.97885319235462
2025-06-14,Pulp_A,211.12,225.35,933.76,4.47,6,24,5,132.68662372110649
2025-06-14,Chemical_B,100.92,97.27,384.62,5.04,6,24,5,114.33412604042806
2025-06-14,Packaging_C,127.56,124.2,544.94,5.89,6,24,5,128.16086547507058
2025-06-14,Resin_D,77.53,80.34,316.95,3.81,6,24,5,122.64284792983361
2025-06-15,Pulp_A,215.52,211.4,901.2,1.82,6,24,6,125.44543429844099
2025-06-15,Chemical_B,101.04,99.17,395.19,1.13,6,24,6,117.33669833729215
2025-06-15,Packaging_C,112.84,116.54,578.24,5.09,6,24,6,153.73271889400922
2025-06-15,Resin_D,78.11,72.51,298.13,3.52,6,24,6,114.50390474971194
2025-06-16,Pulp_A,243.76,231.25,866.77,5.0,6,25,0,106.6750082047916
2025-06-16,Chemical_B,75.97,71.5,426.46,5.33,6,25,0,168.40594971699355
2025-06-16,Packaging_C,146.09,141.18,532.34,5.36,6,25,0,109.31754397973853
2025-06-16,Resin_D,104.17,100.01,286.25,4.12,6,25,0,82.43736200441586
2025-06-17,Pulp_A,251.12,267.44,855.41,1.06,6,25,1,102.19138260592545
2025-06-17,Chemical_B,102.4,103.2,376.18,2.44,6,25,1,110.208984375
2025-06-17,Packaging_C,137.5,140.17,528.68,2.67,6,25,1,115.34836363636363
2025-06-17,Resin_D,78.5,73.08,334.84,4.92,6,25,1,127.96433121019108
2025-06-18,Pulp_A,224.57,231.23,832.75,2.66,6,25,2,111.24593667898651
2025-06-18,Chemical_B,105.27,112.75,356.03,4.21,6,25,2,101.46195497292676
2025-06-18,Packaging_C,169.37,161.21,566.85,3.09,6,25,2,100.40443998346814
2025-06-18,Resin_D,81.4,78.51,300.1,2.38,6,25,2,110.6019656019656
2025-06-19,Pulp_A,237.43,221.0,861.36,3.59,6,25,3,108.83544623678559
2025-06-19,Chemical_B,103.81,107.77,348.08,4.52,6,25,3,100.59146517676524
2025-06-19,Packaging_C,124.58,122.54,552.18,2.32,6,25,3,132.96997912987638
2025-06-19,Resin_D,86.02,82.83,252.74,2.44,6,25,3,88.1446175308068
2025-06-20,Pulp_A,235.04,238.94,866.69,1.38,6,25,4,110.62244724302248
2025-06-20,Chemical_B,98.73,100.3,369.48,4.12,6,25,4,112.26982680036464
2025-06-20,Packaging_C,132.44,122.16,588.3,5.83,6,25,4,133.26034430685593
2025-06-20,Resin_D,99.1,102.38,247.19,4.05,6,25,4,74.83047426841574
2025-06-21,Pulp_A,196.76,199.83,880.31,5.33,6,25,5,134.22087822728196
2025-06-21,Chemical_B,96.87,92.26,386.65,3.94,6,25,5,119.74295447506967
2025-06-21,Packaging_C,149.31,147.11,579.93,1.08,6,25,5,116.5220012055455
2025-06-21,Resin_D,45.63,45.27,342.23,5.79,6,25,5,225.0032873109796
2025-06-22,Pulp_A,230.12,218.65,861.53,4.36,6,25,6,112.31487919346428
2025-06-22,Chemical_B,87.9,82.17,382.74,4.74,6,25,6,130.62798634812287
2025-06-22,Packaging_C,131.28,126.22,589.37,3.17,6,25,6,134.68235831809872
2025-06-22,Resin_D,94.5,96.58,315.04,2.21,6,25,6,100.01269841269843
2025-06-23,Pulp_A,223.37,212.62,883.22,5.39,6,26,0,118.62201728074496
2025-06-23,Chemical_B,94.16,90.71,363.58,2.24,6,26,0,115.83899745114698
2025-06-23,Packaging_C,149.91,155.49,532.2,4.03,6,26,0,106.50390234140485
2025-06-23,Resin_D,77.22,82.79,303.77,5.19,6,26,0,118.01476301476302
2025-06-24,Pulp_A,238.07,254.55,873.73,3.72,6,26,1,110.10165077498216
2025-06-24,Chemical_B,112.81,117.19,331.25,4.69,6,26,1,88.09059480542504
2025-06-24,Packaging_C,139.13,136.26,561.82,5.6,6,26,1,121.14281607130025
2025-06-24,Resin_D,101.67,97.91,332.43,2.84,6,26,1,98.0908822661552
2025-06-25,Pulp_A,234.79,245.59,883.25,3.27,6,26,2,112.85616934281698
2025-06-25,Chemical_B,85.15,87.95,407.17,3.14,6,26,2,143.4539048737522
2025-06-25,Packaging_C,180.12,192.69,500.71,1.32,6,26,2,83.3960692871419
2025-06-25,Resin_D,76.99,76.3,319.5,1.11,6,26,2,124.49668788154307
2025-06-26,Pulp_A,230.27,213.92,821.74,3.46,6,26,3,107.05780171103487
2025-06-26,Chemical_B,97.49,99.91,413.6,2.3,6,26,3,127.27459226587342
2025-06-26,Packaging_C,145.71,135.69,547.3,1.93,6,26,3,112.6827259625283
2025-06-26,Resin_D,96.75,101.61,286.75,4.43,6,26,3,88.91472868217053
2025-06-27,Pulp_A,224.58,217.74,860.12,2.25,6,26,4,114.89714133048356
2025-06-27,Chemical_B,148.78,145.38,357.33,2.77,6,26,4,72.05202312138728
2025-06-27,Packaging_C,156.78,151.95,556.91,5.57,6,26,4,106.56525066972827
2025-06-27,Resin_D,82.67,80.74,300.53,3.53,6,26,4,109.05890891496308
2025-06-28,Pulp_A,207.76,209.53,870.96,3.52,6,26,5,125.76434347323837
2025-06-28,Chemical_B,91.72,94.31,375.45,5.19,6,26,5,122.80309638028783
2025-06-28,Packaging_C,137.51,136.17,577.67,4.05,6,26,5,126.02792524180059
2025-06-28,Resin_D,73.31,69.55,278.53,4.47,6,26,5,113.98035738644113
2025-06-29,Pulp_A,204.6,193.64,888.02,1.01,6,26,6,130.20821114369502
2025-06-29,Chemical_B,100.5,100.74,397.46,1.81,6,26,6,118.64477611940298
2025-06-29,Packaging_C,120.22,112.63,548.32,2.11,6,26,6,136.82914656463151
2025-06-29,Resin_D,102.26,98.09,283.56,1.29,6,26,6,83.18795227850576
2025-06-30,Pulp_A,207.85,198.53,878.03,5.8,6,27,0,126.73033437575175
2025-06-30,Chemical_B,118.84,117.24,408.37,3.14,6,27,0,103.08902726354762
2025-06-30,Packaging_C,176.58,182.29,533.16,1.86,6,27,0,90.58103975535167
2025-06-30,Resin_D,43.98,46.59,331.1,4.16,6,27,0,225.85266030013645
2025-07-01,Pulp_A,212.96,216.56,889.18,1.59,7,27,1,125.26014274981215
2025-07-01,Chemical_B,89.74,92.5,375.06,2.03,7,27,1,125.38221528861156
2025-07-01,Packaging_C,161.05,153.43,533.09,3.54,7,27,1,99.30270102452654
2025-07-01,Resin_D,78.68,82.36,295.07,1.35,7,27,1,112.50762582613115
2025-07-02,Pulp_A,267.14,272.63,805.06,4.44,7,27,2,90.40877442539492
2025-07-02,Chemical_B,107.04,112.79,411.93,5.11,7,27,2,115.4512331838565
2025-07-02,Packaging_C,147.03,143.12,583.56,4.96,7,27,2,119.0695776372169
2025-07-02,Resin_D,63.04,66.62,306.89,5.41,7,27,2,146.04536802030458
2025-07-03,Pulp_A,215.48,211.62,882.93,5.02,7,27,3,122.92509745684055
2025-07-03,Chemical_B,101.84,94.79,374.61,5.39,7,27,3,110.3525137470542
2025-07-03,Packaging_C,160.21,172.21,483.62,1.33,7,27,3,90.55989014418576
2025-07-03,Resin_D,73.38,71.92,306.9,5.02,7,27,3,125.47015535568275
2025-07-04,Pulp_A,198.99,190.08,916.5,2.75,7,27,4,138.1727725011307
2025-07-04,Chemical_B,92.77,90.84,377.61,3.32,7,27,4,122.11167403255364
2025-07-04,Packaging_C,160.6,165.96,571.28,1.04,7,27,4,106.71481942714819
2025-07-04,Resin_D,91.91,91.68,254.65,1.03,7,27,4,83.11935589163312
2025-07-05,Pulp_A,217.78,219.46,898.93,1.33,7,27,5,123.83093029662962
2025-07-05,Chemical_B,90.65,94.74,420.74,4.76,7,27,5,139.24103695532267
2025-07-05,Packaging_C,130.05,122.57,605.21,4.36,7,27,5,139.61014994232988
2025-07-05,Resin_D,84.85,80.36,307.6,1.97,7,27,5,108.75662934590456
2025-07-06,Pulp_A,212.9,226.81,898.68,4.79,7,27,6,126.6341005166745
2025-07-06,Chemical_B,108.95,115.74,392.84,3.89,7,27,6,108.17072051399724
2025-07-06,Packaging_C,112.96,112.49,596.98,4.58,7,27,6,158.546388101983
2025-07-06,Resin_D,50.74,49.23,307.96,2.21,7,27,6,182.0811982656681
2025-07-07,Pulp_A,220.55,234.94,844.31,3.54,7,28,0,114.84606665155292
2025-07-07,Chemical_B,87.49,92.0,425.49,4.3,7,28,0,145.8989598811293
2025-07-07,Packaging_C,136.24,140.43,585.12,2.32,7,28,0,128.84321785085143
2025-07-07,Resin_D,83.69,81.34,305.14,2.35,7,28,0,109.3822439956984
2025-07-08,Pulp_A,234.73,224.16,841.57,3.98,7,28,1,107.5580454138798
2025-07-08,Chemical_B,113.49,119.21,330.7,4.89,7,28,1,87.41739360296062
2025-07-08,Packaging_C,135.32,126.4,579.24,4.49,7,28,1,128.41560744900977
2025-07-08,Resin_D,65.64,60.71,260.3,2.3,7,28,1,118.96709323583181
2025-07-09,Pulp_A,230.67,213.65,830.21,4.33,7,28,2,107.97372870334246
2025-07-09,Chemical_B,110.61,117.48,356.84,2.63,7,28,2,96.78329264985082
2025-07-09,Packaging_C,150.45,144.41,557.45,3.88,7,28,2,111.15653040877369
2025-07-09,Resin_D,91.78,97.03,298.53,5.99,7,28,2,97.58008280671169
2025-07-10,Pulp_A,209.83,193.8,884.06,2.8,7,28,3,126.39660677691464
2025-07-10,Chemical_B,105.09,101.94,405.69,4.27,7,28,3,115.81216100485298
2025-07-10,Packaging_C,154.42,160.9,578.81,1.19,7,28,3,112.4485170314726
2025-07-10,Resin_D,85.89,86.76,316.39,4.12,7,28,3,110.50995459308417
2025-07-11,Pulp_A,228.48,231.44,897.64,5.95,7,28,4,117.8623949579832
2025-07-11,Chemical_B,94.47,97.61,419.61,2.95,7,28,4,133.25182597650047
2025-07-11,Packaging_C,152.24,162.67,512.78,5.65,7,28,4,101.04703100367838
2025-07-11,Resin_D,85.26,81.32,237.24,5.98,7,28,4,83.47642505277973
2025-07-12,Pulp_A,215.79,219.0,906.34,1.27,7,28,5,126.00305852912555
2025-07-12,Chemical_B,110.72,113.86,351.64,2.87,7,28,5,95.27817919075144
2025-07-12,Packaging_C,155.84,160.76,544.25,4.24,7,28,5,104.77091889117044
2025-07-12,Resin_D,50.27,51.36,312.6,4.0,7,28,5,186.5526158742789
2025-07-13,Pulp_A,214.51,212.97,863.49,4.34,7,28,6,120.76220222833435
2025-07-13,Chemical_B,76.04,70.19,407.52,4.9,7,28,6,160.77853761178326
2025-07-13,Packaging_C,149.38,157.46,571.97,5.01,7,28,6,114.86879100281163
2025-07-13,Resin_D,61.72,61.61,327.23,3.01,7,28,6,159.05541153596891
2025-07-14,Pulp_A,227.35,219.24,843.88,5.61,7,29,0,111.35429953815702
2025-07-14,Chemical_B,125.06,122.16,389.26,1.26,7,29,0,93.37757876219415
2025-07-14,Packaging_C,142.62,133.14,546.09,4.03,7,29,0,114.86958350862432
2025-07-14,Resin_D,61.77,65.36,328.8,5.43,7,29,0,159.68916949975716
2025-07-15,Pulp_A,232.84,224.88,847.06,5.01,7,29,1,109.13846418141212
2025-07-15,Chemical_B,102.19,109.93,393.32,3.33,7,29,1,115.46726685585674
2025-07-15,Packaging_C,135.65,145.96,559.44,5.08,7,29,1,123.72429045337266
2025-07-15,Resin_D,75.31,70.14,281.03,2.05,7,29,1,111.94927632452527
2025-07-16,Pulp_A,220.41,212.25,840.88,1.5,7,29,2,114.45215734313325
2025-07-16,Chemical_B,94.22,101.35,374.75,4.8,7,29,2,119.32180004245383
2025-07-16,Packaging_C,142.13,137.09,569.85,4.99,7,29,2,120.28072891015267
2025-07-16,Resin_D,60.01,57.44,288.94,1.65,7,29,2,144.4459256790535
2025-07-17,Pulp_A,211.18,217.06,856.42,1.31,7,29,3,121.66208921299365
2025-07-17,Chemical_B,106.65,100.63,354.41,2.71,7,29,3,99.69338959212376
2025-07-17,Packaging_C,142.26,137.76,536.53,3.82,7,29,3,113.14424293547026
2025-07-17,Resin_D,72.33,73.27,310.2,3.53,7,29,3,128.6603069265865
2025-07-18,Pulp_A,227.64,219.4,847.26,3.44,7,29,4,111.65788086452294
2025-07-18,Chemical_B,96.19,93.21,357.99,5.11,7,29,4,111.65089926187754
2025-07-18,Packaging_C,140.64,139.71,543.47,4.63,7,29,4,115.9279010238908
2025-07-18,Resin_D,104.88,109.53,290.47,5.31,7,29,4,83.08638443935928
2025-07-19,Pulp_A,209.97,221.4,841.84,5.95,7,29,5,120.28004000571511
2025-07-19,Chemical_B,74.88,71.23,421.25,3.45,7,29,5,168.77003205128204
2025-07-19,Packaging_C,123.28,122.95,619.32,5.19,7,29,5,150.71057754704736
2025-07-19,Resin_D,73.34,72.24,292.5,2.64,7,29,5,119.64821379874556
2025-07-20,Pulp_A,227.18,213.59,865.97,1.98,7,29,6,114.35469671626024
2025-07-20,Chemical_B,107.3,107.12,408.35,4.22,7,29,6,114.17054986020504
2025-07-20,Packaging_C,128.17,125.55,533.91,4.31,7,29,6,124.96918155574627
2025-07-20,Resin_D,61.99,58.87,285.58,2.39,7,29,6,138.20616228423938
2025-07-21,Pulp_A,212.29,223.36,874.23,2.43,7,30,0,123.54279523293609
2025-07-21,Chemical_B,79.84,78.24,400.67,4.99,7,30,0,150.55235470941884
2025-07-21,Packaging_C,130.64,131.83,563.59,5.23,7,30,0,129.42207593386408
2025-07-21,Resin_D,68.44,70.34,318.65,2.1,7,30,0,139.67708942139097
2025-07-22,Pulp_A,227.22,218.12,865.09,2.32,7,30,1,114.21837866385002
2025-07-22,Chemical_B,104.11,108.28,401.61,1.76,7,30,1,115.72663528959754
2025-07-22,Packaging_C,109.78,102.65,575.6,3.43,7,30,1,157.29641100382582
2025-07-22,Resin_D,62.04,59.44,296.27,5.54,7,30,1,143.2640232108317
2025-07-23,Pulp_A,187.19,195.0,859.79,1.77,7,30,2,137.79421977669747
2025-07-23,Chemical_B,54.55,55.4,407.95,6.0,7,30,2,224.35380384967922
2025-07-23,Packaging_C,132.87,139.84,601.84,1.85,7,30,2,135.88620456084894
2025-07-23,Resin_D,77.88,79.32,243.85,5.55,7,30,2,93.93297380585517
2025-07-24,Pulp_A,228.07,211.66,970.09,1.17,7,30,3,127.60424431095717
2025-07-24,Chemical_B,64.18,67.67,453.93,1.8,7,30,3,212.18292302898098
2025-07-24,Packaging_C,139.76,133.89,549.63,1.25,7,30,3,117.98010875787065
2025-07-24,Resin_D,66.9,68.06,316.34,2.41,7,30,3,141.85650224215246
2025-07-25,Pulp_A,213.89,224.2,857.86,2.96,7,30,4,120.32259572677546
2025-07-25,Chemical_B,87.1,90.9,396.86,2.18,7,30,4,136.69115958668198
2025-07-25,Packaging_C,150.41,160.74,595.8,2.94,7,30,4,118.8351838308623
2025-07-25,Resin_D,76.6,79.97,330.8,2.17,7,30,4,129.556135770235
2025-07-26,Pulp_A,198.89,213.58,899.5,4.34,7,30,5,135.67801297199458
2025-07-26,Chemical_B,75.07,76.41,405.3,4.39,7,30,5,161.9688290928467
2025-07-26,Packaging_C,134.85,144.5,553.76,5.42,7,30,5,123.19466073414905
2025-07-26,Resin_D,43.47,41.96,355.41,5.82,7,30,5,245.27950310559007
2025-07-27,Pulp_A,214.64,231.47,922.18,2.56,7,30,6,128.89209839731643
2025-07-27,Chemical_B,67.44,66.82,401.82,2.31,7,30,6,178.7455516014235
2025-07-27,Packaging_C,136.45,145.96,551.89,1.93,7,30,6,121.33895199706853
2025-07-27,Resin_D,66.11,61.47,304.13,1.46,7,30,6,138.01089093934354
2025-07-28,Pulp_A,224.05,211.52,847.26,5.84,7,31,0,113.44699843784869
2025-07-28,Chemical_B,95.47,91.6,304.75,3.35,7,31,0,95.76306693202054
2025-07-28,Packaging_C,157.28,163.67,562.16,3.89,7,31,0,107.22787385554425
2025-07-28,Resin_D,59.96,59.02,358.73,5.42,7,31,0,179.4846564376251
2025-07-29,Pulp_A,235.92,227.3,836.43,1.95,7,31,1,106.3619023397762
2025-07-29,Chemical_B,85.95,84.98,362.64,5.15,7,31,1,126.57591623036647
2025-07-29,Packaging_C,144.17,144.9,541.57,2.44,7,31,1,112.69404175625999
2025-07-29,Resin_D,45.2,45.89,328.09,3.17,7,31,1,217.7588495575221
2025-07-30,Pulp_A,232.25,226.45,870.4,4.67,7,31,2,112.43057050592034
2025-07-30,Chemical_B,101.73,106.95,378.27,3.83,7,31,2,111.55116484812739
2025-07-30,Packaging_C,149.56,147.16,557.65,2.63,7,31,2,111.85811714362129
2025-07-30,Resin_D,71.74,72.62,305.6,3.32,7,31,2,127.79481460830779
2025-07-31,Pulp_A,241.02,222.99,874.03,4.29,7,31,3,108.79138660692057
2025-07-31,Chemical_B,79.0,74.86,397.94,3.84,7,31,3,151.11645569620254
2025-07-31,Packaging_C,143.29,150.59,552.83,5.92,7,31,3,115.74359690138881
2025-07-31,Resin_D,44.66,41.44,308.83,1.26,7,31,3,207.4540976265114
2025-08-01,Pulp_A,211.77,202.5,935.42,4.07,8,31,4,132.51452047032157
2025-08-01,Chemical_B,100.27,98.01,336.05,5.12,8,31,4,100.54353246235165
2025-08-01,Packaging_C,136.57,133.31,596.57,2.81,8,31,4,131.04708208244858
2025-08-01,Resin_D,64.22,61.23,336.74,1.42,8,31,4,157.30613516038616
2025-08-02,Pulp_A,176.89,186.54,852.31,2.11,8,31,5,144.5491548419922
2025-08-02,Chemical_B,92.68,97.48,370.74,2.92,8,31,5,120.0064738886491
2025-08-02,Packaging_C,91.63,97.97,598.65,1.59,8,31,5,196.00021826912584
2025-08-02,Resin_D,57.54,57.83,328.7,1.16,8,31,5,171.37643378519292
2025-08-03,Pulp_A,162.06,153.28,921.48,4.28,8,31,6,170.58126619770457
2025-08-03,Chemical_B,75.27,77.86,410.9,1.34,8,31,6,163.77042646472697
2025-08-03,Packaging_C,104.94,106.84,589.89,5.69,8,31,6,168.63636363636365
2025-08-03,Resin_D,45.59,44.53,335.02,3.75,8,31,6,220.45624040359726
2025-08-04,Pulp_A,234.48,246.29,857.11,4.06,8,32,0,109.6609518935517
2025-08-04,Chemical_B,71.52,67.01,385.74,2.77,8,32,0,161.8036912751678
2025-08-04,Packaging_C,163.12,167.25,515.46,1.35,8,32,0,94.80014713094656
2025-08-04,Resin_D,54.06,51.09,311.05,5.14,8,32,0,172.61376248612652
2025-08-05,Pulp_A,215.41,203.97,871.36,5.4,8,32,1,121.35369759992572
2025-08-05,Chemical_B,69.09,69.12,413.95,4.66,8,32,1,179.74381241858447
2025-08-05,Packaging_C,140.19,143.1,577.13,3.02,8,32,1,123.5031029317355
2025-08-05,Resin_D,74.84,76.97,340.95,3.14,8,32,1,136.67156600748262
2025-08-06,Pulp_A,228.15,215.25,885.67,5.16,8,32,2,116.45890861275475
2025-08-06,Chemical_B,109.53,108.33,368.98,2.9,8,32,2,101.06272254176938
2025-08-06,Packaging_C,133.74,141.1,574.01,3.42,8,32,2,128.75953342305965
2025-08-06,Resin_D,42.26,42.75,336.33,2.63,8,32,2,238.7576904874586
2025-08-07,Pulp_A,214.83,222.68,895.66,2.73,8,32,3,125.07471023600054
2025-08-07,Chemical_B,106.87,114.51,382.72,3.0,8,32,3,107.43520164686068
2025-08-07,Packaging_C,125.64,135.5,595.75,1.13,8,32,3,142.25167144221587
2025-08-07,Resin_D,95.99,98.87,305.78,1.6,8,32,3,95.56620481300135
2025-08-08,Pulp_A,196.57,190.51,917.74,3.73,8,32,4,140.06308185379254
2025-08-08,Chemical_B,73.54,69.67,394.38,3.09,8,32,4,160.883872722328
2025-08-08,Packaging_C,141.8,132.37,564.48,2.97,8,32,4,119.42454160789843
2025-08-08,Resin_D,86.7,82.02,329.69,2.17,8,32,4,114.0795847750865
2025-08-09,Pulp_A,205.06,219.05,885.99,3.1,8,32,5,129.61913586267434
2025-08-09,Chemical_B,44.05,40.73,463.9,3.92,8,32,5,315.93643586833144
2025-08-09,Packaging_C,116.36,118.0,582.7,2.99,8,32,5,150.23203850120316
2025-08-09,Resin_D,53.31,51.4,332.76,4.55,8,32,5,187.2594259988745
2025-08-10,Pulp_A,204.53,200.43,888.78,3.75,8,32,6,130.36424974331393
2025-08-10,Chemical_B,70.94,74.71,388.99,5.03,8,32,6,164.50098674936567
2025-08-10,Packaging_C,106.81,112.23,575.39,5.65,8,32,6,161.61127235277596
2025-08-10,Resin_D,50.76,49.44,301.82,5.35,8,32,6,178.3806146572104
2025-08-11,Pulp_A,171.55,167.01,919.08,2.97,8,33,0,160.72515301661323
2025-08-11,Chemical_B,71.6,72.42,406.14,5.03,8,33,0,170.17039106145253
2025-08-11,Packaging_C,126.06,118.99,585.34,2.34,8,33,0,139.30033317467874
2025-08-11,Resin_D,52.84,54.36,278.36,1.28,8,33,0,158.03936411809235
2025-08-12,Pulp_A,213.45,220.18,876.15,1.97,8,33,1,123.14125087842586
2025-08-12,Chemical_B,70.14,74.47,424.26,5.48,8,33,1,181.4627887082977
2025-08-12,Packaging_C,119.86,118.16,561.33,2.2,8,33,1,140.4964124812281
2025-08-12,Resin_D,84.53,86.87,303.36,5.12,8,33,1,107.66355140186916
2025-08-13,Pulp_A,198.08,205.63,893.65,2.8,8,33,2,135.3468295638126
2025-08-13,Chemical_B,71.69,66.88,425.66,5.96,8,33,2,178.12526154275355
2025-08-13,Packaging_C,148.03,156.7,597.71,2.45,8,33,2,121.13287847058031
2025-08-13,Resin_D,103.86,102.39,255.7,3.14,8,33,2,73.85904101675331
2025-08-14,Pulp_A,225.08,237.7,827.85,2.01,8,33,3,110.34076772703038
2025-08-14,Chemical_B,92.16,96.93,393.47,3.78,8,33,3,128.08268229166669
2025-08-14,Packaging_C,120.1,125.2,562.98,2.27,8,33,3,140.62781015820153
2025-08-14,Resin_D,82.89,80.56,303.39,4.38,8,33,3,109.80456026058631
2025-08-15,Pulp_A,239.14,246.13,898.94,3.88,8,33,4,112.77159822698002
2025-08-15,Chemical_B,64.29,67.05,397.6,2.13,8,33,4,185.53429771348576
2025-08-15,Packaging_C,118.38,120.76,600.56,4.74,8,33,4,152.19462747085657
2025-08-15,Resin_D,73.39,77.49,276.91,1.22,8,33,4,113.1938956261071
2025-08-16,Pulp_A,183.19,182.56,948.05,5.64,8,33,5,155.2568371636006
2025-08-16,Chemical_B,64.62,59.59,359.74,1.41,8,33,5,167.01021355617453
2025-08-16,Packaging_C,99.83,100.59,647.96,1.87,8,33,5,194.71902233797456
2025-08-16,Resin_D,66.0,70.91,277.63,1.25,8,33,5,126.19545454545454
2025-08-17,Pulp_A,198.42,200.45,925.03,3.5,8,33,6,139.85938917447837
2025-08-17,Chemical_B,45.62,48.66,455.85,3.03,8,33,6,299.7698377904428
2025-08-17,Packaging_C,122.27,118.22,559.41,3.63,8,33,6,137.25607262615523
2025-08-17,Resin_D,59.7,62.49,322.76,4.38,8,33,6,162.19095477386935
2025-08-18,Pulp_A,218.92,211.77,884.78,1.01,8,34,0,121.24703087885986
2025-08-18,Chemical_B,75.19,77.14,382.0,4.17,8,34,0,152.41388482510973
2025-08-18,Packaging_C,129.84,134.59,571.31,2.62,8,34,0,132.0032347504621
2025-08-18,Resin_D,78.39,76.42,345.14,1.67,8,34,0,132.08572522005358
2025-08-19,Pulp_A,216.65,202.9,899.51,3.01,8,34,1,124.55711977844449
2025-08-19,Chemical_B,101.4,95.2,391.63,1.0,8,34,1,115.86686390532543
2025-08-19,Packaging_C,119.43,114.74,614.45,1.06,8,34,1,154.34564179854308
2025-08-19,Resin_D,85.73,92.01,292.63,3.83,8,34,1,102.40172635016913
2025-08-20,Pulp_A,200.02,201.59,900.73,2.9,8,34,2,135.0959904009599
2025-08-20,Chemical_B,64.52,61.84,448.06,1.47,8,34,2,208.33539987600744
2025-08-20,Packaging_C,123.53,117.14,569.27,5.94,8,34,2,138.25062737796486
2025-08-20,Resin_D,89.22,94.56,223.58,5.98,8,34,2,75.17821116341628
2025-08-21,Pulp_A,231.88,225.46,876.57,2.53,8,34,3,113.40822839399691
2025-08-21,Chemical_B,112.87,116.16,338.49,2.58,8,34,3,89.96810489944184
2025-08-21,Packaging_C,137.8,129.61,538.75,3.89,8,34,3,117.28955007256893
2025-08-21,Resin_D,84.23,87.65,317.3,5.36,8,34,3,113.01199097708654
2025-08-22,Pulp_A,238.92,243.48,861.07,1.93,8,34,4,108.12029131089906
2025-08-22,Chemical_B,118.79,125.44,330.84,1.98,8,34,4,83.55248758312989
2025-08-22,Packaging_C,131.69,133.5,543.75,3.71,8,34,4,123.87045333738324
2025-08-22,Resin_D,70.44,70.94,281.95,2.17,8,34,4,120.0809199318569
2025-08-23,Pulp_A,210.85,195.38,901.03,3.49,8,34,5,128.19966801043395
2025-08-23,Chemical_B,52.9,51.28,442.96,4.07,8,34,5,251.20604914933838
2025-08-23,Packaging_C,138.13,135.15,576.22,4.2,8,34,5,125.14732498371102
2025-08-23,Resin_D,28.8,29.73,342.48,3.78,8,34,5,356.75
2025-08-24,Pulp_A,204.67,188.98,889.27,2.58,8,34,6,130.34689988762398
2025-08-24,Chemical_B,53.68,55.19,452.07,2.98,8,34,6,252.64716840536514
2025-08-24,Packaging_C,109.81,108.27,629.95,5.67,8,34,6,172.10181222110918
2025-08-24,Resin_D,41.29,41.84,325.19,5.85,8,34,6,236.2727052555098
2025-08-25,Pulp_A,202.96,197.74,892.9,3.53,8,35,0,131.98167126527395
2025-08-25,Chemical_B,93.74,101.21,356.76,3.26,8,35,0,114.17537870706208
2025-08-25,Packaging_C,114.57,107.52,543.25,5.42,8,35,0,142.24927991620842
2025-08-25,Resin_D,39.96,40.98,301.15,3.21,8,35,0,226.08858858858855
2025-08-26,Pulp_A,203.78,214.01,900.66,5.7,8,35,1,132.5929924428305
2025-08-26,Chemical_B,92.68,87.51,385.6,3.39,8,35,1,124.81657315494172
2025-08-26,Packaging_C,153.43,151.01,591.75,2.69,8,35,1,115.70422994199309
2025-08-26,Resin_D,62.47,59.1,288.41,4.67,8,35,1,138.5032815751561
2025-08-27,Pulp_A,243.95,258.47,885.81,3.88,8,35,2,108.93338798934208
2025-08-27,Chemical_B,103.06,103.73,357.84,1.4,8,35,2,104.1645643314574
2025-08-27,Packaging_C,144.4,142.0,559.08,2.48,8,35,2,116.15235457063713
2025-08-27,Resin_D,65.36,64.66,307.75,3.98,8,35,2,141.2561199510404
