job_id,date,machine,shift,planned_units,units_produced,good_units,scrap_units,downtime_minutes
JOB1801,2025-03-08,Line_4,A,1073,895,881,14.0,29.6
JOB1802,2025-03-08,Line_4,B,1182,998,980,18.3,20.5
JOB1803,2025-03-08,Line_4,C,822,842,818,24.3,0.0
JOB1804,2025-03-09,Line_1,A,851,562,520,41.7,44.9
JOB1805,2025-03-09,Line_1,B,1132,976,964,12.2,20.8
JOB1806,2025-03-09,Line_1,C,858,703,675,27.6,38.5
JOB1807,2025-03-09,Line_2,A,830,827,795,31.5,7.8
JOB1808,2025-03-09,Line_2,B,1191,1147,1127,19.4,28.8
JOB1809,2025-03-09,Line_2,C,1025,795,779,16.1,30.9
JOB1810,2025-03-09,Line_3,A,1076,1010,975,34.6,13.2
JOB1811,2025-03-09,Line_3,B,961,493,465,27.8,61.6
JOB1812,2025-03-09,Line_3,C,848,689,670,19.0,41.5
JOB1813,2025-03-09,Line_4,A,811,615,602,12.9,41.9
JOB1814,2025-03-09,Line_4,B,1116,848,837,11.4,74.3
JOB1815,2025-03-09,Line_4,C,841,738,710,28.4,38.2
JOB1816,2025-03-10,Line_1,A,804,584,561,23.4,32.9
JOB1817,2025-03-10,Line_1,B,925,647,612,34.8,57.6
JOB1818,2025-03-10,Line_1,C,1039,912,898,14.2,10.1
JOB1819,2025-03-10,Line_2,A,1187,1058,1037,21.8,18.8
JOB1820,2025-03-10,Line_2,B,1056,872,822,49.9,14.4
JOB1821,2025-03-10,Line_2,C,1114,1058,1049,9.7,13.7
JOB1822,2025-03-10,Line_3,A,930,741,696,44.6,45.1
JOB1823,2025-03-10,Line_3,B,1062,1087,1054,33.0,9.7
JOB1824,2025-03-10,Line_3,C,1084,924,913,11.4,42.5
JOB1825,2025-03-10,Line_4,A,1198,1129,1118,10.3,0.0
JOB1826,2025-03-10,Line_4,B,1075,1021,990,30.9,20.1
JOB1827,2025-03-10,Line_4,C,1089,973,945,27.1,45.2
JOB1828,2025-03-11,Line_1,A,965,785,745,39.6,41.8
JOB1829,2025-03-11,Line_1,B,1172,1069,1035,34.1,36.5
JOB1830,2025-03-11,Line_1,C,1116,980,955,25.5,42.7
JOB1831,2025-03-11,Line_2,A,1149,994,980,13.5,30.6
JOB1832,2025-03-11,Line_2,B,972,844,801,43.1,32.5
JOB1833,2025-03-11,Line_2,C,1134,987,954,32.5,51.1
JOB1834,2025-03-11,Line_3,A,1179,1068,1027,41.1,22.3
JOB1835,2025-03-11,Line_3,B,819,583,583,0.0,52.0
JOB1836,2025-03-11,Line_3,C,825,494,467,27.2,70.3
JOB1837,2025-03-11,Line_4,A,886,611,578,33.1,52.4
JOB1838,2025-03-11,Line_4,B,985,819,788,31.0,44.8
JOB1839,2025-03-11,Line_4,C,871,554,518,35.5,71.2
JOB1840,2025-03-12,Line_1,A,1186,987,975,12.2,36.1
JOB1841,2025-03-12,Line_1,B,881,659,616,43.0,63.4
JOB1842,2025-03-12,Line_1,C,1115,1084,1068,15.5,26.7
JOB1843,2025-03-12,Line_2,A,1106,948,918,30.4,29.7
JOB1844,2025-03-12,Line_2,B,807,549,511,38.0,51.0
JOB1845,2025-03-12,Line_2,C,1064,822,807,15.1,36.6
JOB1846,2025-03-12,Line_3,A,872,591,576,15.2,79.5
JOB1847,2025-03-12,Line_3,B,883,778,746,32.0,13.8
JOB1848,2025-03-12,Line_3,C,1020,726,693,32.8,52.9
JOB1849,2025-03-12,Line_4,A,1119,977,956,21.1,15.2
JOB1850,2025-03-12,Line_4,B,960,939,907,31.4,5.3
JOB1851,2025-03-12,Line_4,C,949,802,771,31.4,41.8
JOB1852,2025-03-13,Line_1,A,1044,741,729,11.8,49.8
JOB1853,2025-03-13,Line_1,B,867,782,750,31.5,26.6
JOB1854,2025-03-13,Line_1,C,1099,840,809,30.9,62.8
JOB1855,2025-03-13,Line_2,A,1100,747,723,24.2,50.1
JOB1856,2025-03-13,Line_2,B,873,606,588,18.6,45.7
JOB1857,2025-03-13,Line_2,C,863,765,750,15.1,34.4
JOB1858,2025-03-13,Line_3,A,1161,1014,985,28.7,35.7
JOB1859,2025-03-13,Line_3,B,1039,947,921,25.5,54.9
JOB1860,2025-03-13,Line_3,C,944,961,925,36.0,3.1
JOB1861,2025-03-13,Line_4,A,1074,1097,1067,29.9,8.5
JOB1862,2025-03-13,Line_4,B,996,815,803,11.4,49.4
JOB1863,2025-03-13,Line_4,C,841,673,654,18.6,34.1
JOB1864,2025-03-14,Line_1,A,921,858,842,15.8,38.1
JOB1865,2025-03-14,Line_1,B,1023,834,801,32.7,54.0
JOB1866,2025-03-14,Line_1,C,944,730,693,36.7,41.4
JOB1867,2025-03-14,Line_2,A,1045,767,737,29.9,42.4
JOB1868,2025-03-14,Line_2,B,1045,755,751,4.0,40.0
JOB1869,2025-03-14,Line_2,C,848,758,708,50.2,22.9
JOB1870,2025-03-14,Line_3,A,1173,1063,1020,42.7,33.6
JOB1871,2025-03-14,Line_3,B,972,944,915,29.7,0.0
JOB1872,2025-03-14,Line_3,C,828,587,555,32.0,31.1
JOB1873,2025-03-14,Line_4,A,988,975,952,23.3,6.1
JOB1874,2025-03-14,Line_4,B,848,652,633,18.1,28.2
JOB1875,2025-03-14,Line_4,C,1198,1095,1072,22.3,17.9
JOB1876,2025-03-15,Line_1,A,848,916,909,7.7,9.5
JOB1877,2025-03-15,Line_1,B,1108,953,897,56.3,27.9
JOB1878,2025-03-15,Line_1,C,806,707,676,31.0,36.4
JOB1879,2025-03-15,Line_2,A,1146,1093,1074,18.4,24.4
JOB1880,2025-03-15,Line_2,B,830,549,531,18.4,57.4
JOB1881,2025-03-15,Line_2,C,1086,950,917,32.7,31.4
JOB1882,2025-03-15,Line_3,A,1135,938,923,14.8,48.3
JOB1883,2025-03-15,Line_3,B,1001,862,833,29.2,34.5
JOB1884,2025-03-15,Line_3,C,1110,1051,1015,35.3,33.0
JOB1885,2025-03-15,Line_4,A,1193,1084,1062,21.9,31.3
JOB1886,2025-03-15,Line_4,B,936,793,763,30.5,39.9
JOB1887,2025-03-15,Line_4,C,1144,894,885,9.0,45.8
JOB1888,2025-03-16,Line_1,A,861,815,767,47.7,0.6
JOB1889,2025-03-16,Line_1,B,888,668,628,39.2,41.0
JOB1890,2025-03-16,Line_1,C,1141,883,849,34.3,59.5
JOB1891,2025-03-16,Line_2,A,1176,981,958,23.1,36.3
JOB1892,2025-03-16,Line_2,B,833,687,651,36.6,41.1
JOB1893,2025-03-16,Line_2,C,1163,1048,1007,41.5,31.7
JOB1894,2025-03-16,Line_3,A,1134,1073,1052,20.8,26.4
JOB1895,2025-03-16,Line_3,B,910,877,862,15.8,8.0
JOB1896,2025-03-16,Line_3,C,864,770,745,24.1,26.0
JOB1897,2025-03-16,Line_4,A,1070,924,899,24.7,22.1
JOB1898,2025-03-16,Line_4,B,1146,994,956,37.8,34.8
JOB1899,2025-03-16,Line_4,C,1175,1052,1040,12.2,44.2
JOB1900,2025-03-17,Line_1,A,830,782,763,19.1,44.7
JOB1901,2025-03-17,Line_1,B,928,785,772,13.1,21.5
JOB1902,2025-03-17,Line_1,C,1154,1224,1202,22.3,0.0
JOB1903,2025-03-17,Line_2,A,1119,901,880,21.3,57.2
JOB1904,2025-03-17,Line_2,B,927,720,694,26.0,49.2
JOB1905,2025-03-17,Line_2,C,838,662,620,41.7,25.6
JOB1906,2025-03-17,Line_3,A,1091,900,874,26.4,48.4
JOB1907,2025-03-17,Line_3,B,1175,1183,1171,11.9,0.0
JOB1908,2025-03-17,Line_3,C,1086,1060,1031,28.7,15.6
JOB1909,2025-03-17,Line_4,A,1133,968,947,21.0,29.3
JOB1910,2025-03-17,Line_4,B,1004,883,865,17.3,40.1
JOB1911,2025-03-17,Line_4,C,1164,949,930,18.6,47.4
JOB1912,2025-03-18,Line_1,A,1148,1034,1004,29.8,23.0
JOB1913,2025-03-18,Line_1,B,937,583,569,13.7,64.7
JOB1914,2025-03-18,Line_1,C,865,761,734,26.8,35.1
JOB1915,2025-03-18,Line_2,A,939,777,747,30.4,32.1
JOB1916,2025-03-18,Line_2,B,929,626,589,36.1,51.2
JOB1917,2025-03-18,Line_2,C,1127,941,931,10.3,25.5
JOB1918,2025-03-18,Line_3,A,878,842,802,39.8,49.8
JOB1919,2025-03-18,Line_3,B,1123,1026,1002,23.7,15.3
JOB1920,2025-03-18,Line_3,C,1018,828,801,26.2,31.9
JOB1921,2025-03-18,Line_4,A,806,815,788,27.0,14.6
JOB1922,2025-03-18,Line_4,B,985,723,723,0.1,39.7
JOB1923,2025-03-18,Line_4,C,951,609,599,9.8,56.9
JOB1924,2025-03-19,Line_1,A,885,813,806,7.3,1.6
JOB1925,2025-03-19,Line_1,B,971,830,811,19.5,23.7
JOB1926,2025-03-19,Line_1,C,930,888,866,22.0,21.1
JOB1927,2025-03-19,Line_2,A,1158,1075,1062,13.1,23.9
JOB1928,2025-03-19,Line_2,B,1139,1098,1092,5.7,17.8
JOB1929,2025-03-19,Line_2,C,1185,989,957,32.8,28.0
JOB1930,2025-03-19,Line_3,A,1041,962,921,41.2,32.4
JOB1931,2025-03-19,Line_3,B,950,773,745,28.1,23.1
JOB1932,2025-03-19,Line_3,C,969,662,623,39.4,69.8
JOB1933,2025-03-19,Line_4,A,988,935,918,17.1,22.1
JOB1934,2025-03-19,Line_4,B,922,640,614,25.6,70.9
JOB1935,2025-03-19,Line_4,C,1014,958,940,18.2,3.1
JOB1936,2025-03-20,Line_1,A,1065,930,889,40.7,26.1
JOB1937,2025-03-20,Line_1,B,873,618,604,14.4,48.5
JOB1938,2025-03-20,Line_1,C,1011,701,678,22.6,41.0
JOB1939,2025-03-20,Line_2,A,1041,756,720,35.9,52.3
JOB1940,2025-03-20,Line_2,B,1180,1042,1010,31.7,31.0
JOB1941,2025-03-20,Line_2,C,1093,1097,1061,36.1,2.7
JOB1942,2025-03-20,Line_3,A,803,645,615,29.2,32.4
JOB1943,2025-03-20,Line_3,B,884,743,718,25.0,19.9
JOB1944,2025-03-20,Line_3,C,1046,698,664,34.5,64.7
JOB1945,2025-03-20,Line_4,A,1027,903,874,29.3,13.5
JOB1946,2025-03-20,Line_4,B,1159,864,823,40.4,36.9
JOB1947,2025-03-20,Line_4,C,1148,952,936,16.8,25.5
JOB1948,2025-03-21,Line_1,A,957,685,671,13.9,48.1
JOB1949,2025-03-21,Line_1,B,1130,911,900,10.9,48.1
JOB1950,2025-03-21,Line_1,C,801,663,626,37.3,57.9
JOB1951,2025-03-21,Line_2,A,801,561,514,47.1,67.0
JOB1952,2025-03-21,Line_2,B,1078,897,877,20.2,36.5
JOB1953,2025-03-21,Line_2,C,940,650,637,13.5,64.3
JOB1954,2025-03-21,Line_3,A,1089,951,925,26.2,13.0
JOB1955,2025-03-21,Line_3,B,849,660,620,40.7,39.1
JOB1956,2025-03-21,Line_3,C,827,627,589,37.7,26.2
JOB1957,2025-03-21,Line_4,A,1099,1059,1030,29.6,11.2
JOB1958,2025-03-21,Line_4,B,896,772,743,28.4,20.5
JOB1959,2025-03-21,Line_4,C,1003,817,802,15.0,44.0
JOB1960,2025-03-22,Line_1,A,909,744,721,23.0,33.2
JOB1961,2025-03-22,Line_1,B,1097,926,888,38.4,55.2
JOB1962,2025-03-22,Line_1,C,942,815,781,33.9,27.4
JOB1963,2025-03-22,Line_2,A,1006,898,855,43.2,38.9
JOB1964,2025-03-22,Line_2,B,1152,963,929,34.3,26.3
JOB1965,2025-03-22,Line_2,C,943,741,735,6.1,67.6
JOB1966,2025-03-22,Line_3,A,952,771,743,27.7,28.6
JOB1967,2025-03-22,Line_3,B,866,746,710,35.5,24.2
JOB1968,2025-03-22,Line_3,C,1054,936,912,24.2,18.0
JOB1969,2025-03-22,Line_4,A,1096,854,815,39.5,46.8
JOB1970,2025-03-22,Line_4,B,881,842,817,25.8,16.6
JOB1971,2025-03-22,Line_4,C,865,697,661,35.8,30.2
JOB1972,2025-03-23,Line_1,A,879,720,684,36.0,25.5
JOB1973,2025-03-23,Line_1,B,863,610,600,10.0,38.2
JOB1974,2025-03-23,Line_1,C,1094,913,902,10.8,40.4
JOB1975,2025-03-23,Line_2,A,933,839,824,14.2,22.2
JOB1976,2025-03-23,Line_2,B,886,766,735,30.1,20.7
JOB1977,2025-03-23,Line_2,C,959,748,722,26.0,40.3
JOB1978,2025-03-23,Line_3,A,1140,1104,1087,17.4,19.3
JOB1979,2025-03-23,Line_3,B,1035,1079,1036,42.8,20.1
JOB1980,2025-03-23,Line_3,C,1050,625,586,39.5,65.3
JOB1981,2025-03-23,Line_4,A,801,696,686,10.2,27.7
JOB1982,2025-03-23,Line_4,B,1142,1003,976,26.6,51.7
JOB1983,2025-03-23,Line_4,C,1191,1060,1035,24.9,25.6
JOB1984,2025-03-24,Line_1,A,1067,846,824,21.9,65.2
JOB1985,2025-03-24,Line_1,B,1032,927,891,35.9,34.1
JOB1986,2025-03-24,Line_1,C,934,712,688,23.5,33.6
JOB1987,2025-03-24,Line_2,A,995,798,757,41.0,32.8
JOB1988,2025-03-24,Line_2,B,932,848,846,1.1,22.4
JOB1989,2025-03-24,Line_2,C,801,763,738,24.9,32.4
JOB1990,2025-03-24,Line_3,A,847,481,469,12.5,72.1
JOB1991,2025-03-24,Line_3,B,1082,1023,1003,19.7,5.6
JOB1992,2025-03-24,Line_3,C,1033,795,764,30.7,54.0
JOB1993,2025-03-24,Line_4,A,1197,1042,1004,37.5,29.5
JOB1994,2025-03-24,Line_4,B,955,869,844,25.4,32.9
JOB1995,2025-03-24,Line_4,C,822,635,610,24.6,57.0
JOB1996,2025-03-25,Line_1,A,996,895,878,16.9,31.3
JOB1997,2025-03-25,Line_1,B,1013,692,654,38.3,51.0
JOB1998,2025-03-25,Line_1,C,1171,1065,1051,14.5,14.9
JOB1999,2025-03-25,Line_2,A,1146,1145,1122,22.6,23.0
JOB2000,2025-03-25,Line_2,B,1155,1027,999,27.4,25.1
JOB2001,2025-03-25,Line_2,C,969,833,810,22.9,33.2
JOB2002,2025-03-25,Line_3,A,998,790,754,36.6,29.9
JOB2003,2025-03-25,Line_3,B,897,664,646,17.3,51.2
JOB2004,2025-03-25,Line_3,C,894,662,641,21.6,34.8
JOB2005,2025-03-25,Line_4,A,830,839,809,30.2,17.1
JOB2006,2025-03-25,Line_4,B,812,617,600,17.0,52.4
JOB2007,2025-03-25,Line_4,C,999,938,903,34.8,19.2
JOB2008,2025-03-26,Line_1,A,1065,1038,1002,35.9,12.6
JOB2009,2025-03-26,Line_1,B,1054,860,832,27.7,40.3
JOB2010,2025-03-26,Line_1,C,852,530,506,24.2,53.9
JOB2011,2025-03-26,Line_2,A,904,622,606,16.3,51.0
JOB2012,2025-03-26,Line_2,B,1036,608,595,13.6,63.4
JOB2013,2025-03-26,Line_2,C,1155,1017,1000,17.0,37.2
JOB2014,2025-03-26,Line_3,A,848,782,765,17.2,17.4
JOB2015,2025-03-26,Line_3,B,1026,729,704,24.3,47.9
JOB2016,2025-03-26,Line_3,C,996,952,924,27.5,27.7
JOB2017,2025-03-26,Line_4,A,840,527,495,31.6,35.8
JOB2018,2025-03-26,Line_4,B,990,844,821,23.9,20.4
JOB2019,2025-03-26,Line_4,C,1004,845,810,34.4,30.0
JOB2020,2025-03-27,Line_1,A,911,619,599,20.0,46.4
JOB2021,2025-03-27,Line_1,B,1153,884,864,20.2,49.6
JOB2022,2025-03-27,Line_1,C,846,509,472,37.3,67.3
JOB2023,2025-03-27,Line_2,A,1057,1099,1072,27.0,0.0
JOB2024,2025-03-27,Line_2,B,868,832,810,22.1,21.4
JOB2025,2025-03-27,Line_2,C,937,846,822,24.2,21.6
JOB2026,2025-03-27,Line_3,A,1121,1002,966,36.1,35.9
JOB2027,2025-03-27,Line_3,B,881,682,670,12.2,48.6
JOB2028,2025-03-27,Line_3,C,940,755,734,20.4,32.6
JOB2029,2025-03-27,Line_4,A,884,622,596,26.1,39.1
JOB2030,2025-03-27,Line_4,B,889,851,822,28.7,9.0
JOB2031,2025-03-27,Line_4,C,1033,833,810,23.2,39.4
JOB2032,2025-03-28,Line_1,A,1198,959,934,25.0,52.0
JOB2033,2025-03-28,Line_1,B,1067,698,673,25.2,50.5
JOB2034,2025-03-28,Line_1,C,1095,745,722,22.9,61.0
JOB2035,2025-03-28,Line_2,A,936,766,740,26.0,41.3
JOB2036,2025-03-28,Line_2,B,961,897,868,29.2,24.7
JOB2037,2025-03-28,Line_2,C,1078,1147,1130,17.0,10.0
JOB2038,2025-03-28,Line_3,A,1176,997,973,24.2,20.7
JOB2039,2025-03-28,Line_3,B,896,800,785,14.7,36.6
JOB2040,2025-03-28,Line_3,C,1053,814,800,13.5,40.2
JOB2041,2025-03-28,Line_4,A,896,677,657,20.7,50.9
JOB2042,2025-03-28,Line_4,B,925,842,797,44.6,18.3
JOB2043,2025-03-28,Line_4,C,887,816,794,21.7,0.0
JOB2044,2025-03-29,Line_1,A,864,733,717,16.5,24.2
JOB2045,2025-03-29,Line_1,B,1152,998,960,38.5,52.4
JOB2046,2025-03-29,Line_1,C,845,662,630,31.6,43.8
JOB2047,2025-03-29,Line_2,A,1039,796,781,15.3,40.7
JOB2048,2025-03-29,Line_2,B,1142,1123,1110,12.7,6.6
JOB2049,2025-03-29,Line_2,C,816,676,650,25.9,42.2
JOB2050,2025-03-29,Line_3,A,1093,936,925,11.7,36.1
JOB2051,2025-03-29,Line_3,B,1017,756,746,10.0,59.2
JOB2052,2025-03-29,Line_3,C,1077,955,941,14.6,7.6
JOB2053,2025-03-29,Line_4,A,879,690,649,41.6,55.0
JOB2054,2025-03-29,Line_4,B,874,644,619,24.7,80.5
JOB2055,2025-03-29,Line_4,C,1010,713,691,21.8,43.3
JOB2056,2025-03-30,Line_1,A,944,803,782,20.3,29.6
JOB2057,2025-03-30,Line_1,B,1108,997,975,22.6,28.4
JOB2058,2025-03-30,Line_1,C,1029,811,793,18.5,23.0
JOB2059,2025-03-30,Line_2,A,1075,811,787,23.8,47.8
JOB2060,2025-03-30,Line_2,B,970,854,843,11.5,25.8
JOB2061,2025-03-30,Line_2,C,887,698,669,29.0,45.6
JOB2062,2025-03-30,Line_3,A,1145,1066,1024,41.2,11.7
JOB2063,2025-03-30,Line_3,B,1137,1041,1020,21.2,21.1
JOB2064,2025-03-30,Line_3,C,1162,924,898,26.6,38.5
JOB2065,2025-03-30,Line_4,A,922,799,753,46.7,55.3
JOB2066,2025-03-30,Line_4,B,994,762,730,32.6,55.1
JOB2067,2025-03-30,Line_4,C,964,944,917,26.8,2.8
JOB2068,2025-03-31,Line_1,A,861,539,516,22.6,58.4
JOB2069,2025-03-31,Line_1,B,1121,883,848,34.2,44.0
JOB2070,2025-03-31,Line_1,C,914,677,656,20.4,35.0
JOB2071,2025-03-31,Line_2,A,1174,1177,1149,27.6,15.9
JOB2072,2025-03-31,Line_2,B,914,640,614,25.6,63.9
JOB2073,2025-03-31,Line_2,C,898,761,749,11.8,34.7
JOB2074,2025-03-31,Line_3,A,1023,905,861,43.9,47.8
JOB2075,2025-03-31,Line_3,B,1173,974,967,6.4,35.2
JOB2076,2025-03-31,Line_3,C,879,756,739,17.4,29.5
JOB2077,2025-03-31,Line_4,A,847,765,739,26.8,21.9
JOB2078,2025-03-31,Line_4,B,873,693,686,7.3,36.0
JOB2079,2025-03-31,Line_4,C,1146,1063,1022,41.3,12.9
JOB2080,2025-04-01,Line_1,A,1027,964,940,23.7,11.9
JOB2081,2025-04-01,Line_1,B,1098,1019,986,33.0,15.7
JOB2082,2025-04-01,Line_1,C,1003,855,827,27.7,51.3
JOB2083,2025-04-01,Line_2,A,923,753,718,35.2,34.6
JOB2084,2025-04-01,Line_2,B,978,984,958,26.3,13.3
JOB2085,2025-04-01,Line_2,C,1097,855,826,29.2,47.2
JOB2086,2025-04-01,Line_3,A,1096,855,832,22.9,50.5
JOB2087,2025-04-01,Line_3,B,908,741,721,19.8,35.5
JOB2088,2025-04-01,Line_3,C,933,797,781,16.3,22.9
JOB2089,2025-04-01,Line_4,A,840,548,536,11.7,65.4
JOB2090,2025-04-01,Line_4,B,1160,1079,1054,24.4,50.9
JOB2091,2025-04-01,Line_4,C,1142,1094,1068,26.0,1.7
JOB2092,2025-04-02,Line_1,A,1068,839,816,22.6,47.0
JOB2093,2025-04-02,Line_1,B,864,723,695,28.0,31.0
JOB2094,2025-04-02,Line_1,C,865,718,689,28.6,64.9
JOB2095,2025-04-02,Line_2,A,1181,1010,1009,1.1,53.3
JOB2096,2025-04-02,Line_2,B,1070,848,844,4.5,30.6
JOB2097,2025-04-02,Line_2,C,822,627,603,24.0,53.5
JOB2098,2025-04-02,Line_3,A,909,791,774,17.3,22.5
JOB2099,2025-04-02,Line_3,B,1124,1023,983,40.3,20.7
JOB2100,2025-04-02,Line_3,C,943,932,908,24.2,20.8
JOB2101,2025-04-02,Line_4,A,992,838,815,23.1,31.9
JOB2102,2025-04-02,Line_4,B,976,884,871,13.5,27.8
JOB2103,2025-04-02,Line_4,C,1122,917,881,36.1,28.3
JOB2104,2025-04-03,Line_1,A,1103,849,839,10.7,57.3
JOB2105,2025-04-03,Line_1,B,1085,955,947,8.3,43.4
JOB2106,2025-04-03,Line_1,C,847,765,728,36.2,27.1
JOB2107,2025-04-03,Line_2,A,866,688,668,20.0,49.3
JOB2108,2025-04-03,Line_2,B,1065,1131,1108,22.6,5.4
JOB2109,2025-04-03,Line_2,C,1033,861,825,36.1,18.2
JOB2110,2025-04-03,Line_3,A,1009,978,952,25.5,26.6
JOB2111,2025-04-03,Line_3,B,1055,865,836,28.4,47.5
JOB2112,2025-04-03,Line_3,C,1073,965,926,39.1,24.3
JOB2113,2025-04-03,Line_4,A,1023,918,882,36.1,27.6
JOB2114,2025-04-03,Line_4,B,1174,1185,1165,20.2,21.0
JOB2115,2025-04-03,Line_4,C,858,699,673,25.4,23.1
JOB2116,2025-04-04,Line_1,A,1127,1015,998,16.6,29.5
JOB2117,2025-04-04,Line_1,B,1057,808,792,15.8,42.5
JOB2118,2025-04-04,Line_1,C,976,862,855,7.2,17.3
JOB2119,2025-04-04,Line_2,A,1068,959,941,17.5,47.9
JOB2120,2025-04-04,Line_2,B,1079,767,743,24.4,51.0
JOB2121,2025-04-04,Line_2,C,1085,780,769,10.2,67.9
JOB2122,2025-04-04,Line_3,A,1095,918,911,6.9,35.3
JOB2123,2025-04-04,Line_3,B,819,706,692,13.8,25.6
JOB2124,2025-04-04,Line_3,C,1135,977,959,18.0,40.5
JOB2125,2025-04-04,Line_4,A,1113,915,887,27.7,38.8
JOB2126,2025-04-04,Line_4,B,1002,854,816,37.2,38.7
JOB2127,2025-04-04,Line_4,C,1185,1039,1025,14.0,22.1
JOB2128,2025-04-05,Line_1,A,941,838,827,10.7,9.0
JOB2129,2025-04-05,Line_1,B,1099,998,975,23.8,23.2
JOB2130,2025-04-05,Line_1,C,1001,918,881,36.4,15.1
JOB2131,2025-04-05,Line_2,A,1049,954,922,32.3,6.6
JOB2132,2025-04-05,Line_2,B,952,670,640,29.8,48.8
JOB2133,2025-04-05,Line_2,C,909,747,721,26.0,18.5
JOB2134,2025-04-05,Line_3,A,1137,967,951,15.4,38.9
JOB2135,2025-04-05,Line_3,B,1172,918,876,41.7,31.7
JOB2136,2025-04-05,Line_3,C,1031,1097,1047,49.3,0.0
JOB2137,2025-04-05,Line_4,A,1132,968,944,23.4,41.6
JOB2138,2025-04-05,Line_4,B,940,662,635,27.1,66.8
JOB2139,2025-04-05,Line_4,C,1118,1106,1073,32.2,7.7
JOB2140,2025-04-06,Line_1,A,1088,840,797,42.8,82.3
JOB2141,2025-04-06,Line_1,B,829,703,670,33.1,28.2
JOB2142,2025-04-06,Line_1,C,822,714,676,38.1,32.6
JOB2143,2025-04-06,Line_2,A,1132,949,921,28.1,44.8
JOB2144,2025-04-06,Line_2,B,1015,789,759,30.0,33.2
JOB2145,2025-04-06,Line_2,C,827,757,725,32.1,8.8
JOB2146,2025-04-06,Line_3,A,920,777,732,44.5,21.8
JOB2147,2025-04-06,Line_3,B,868,745,725,19.3,36.4
JOB2148,2025-04-06,Line_3,C,874,709,681,28.3,37.3
JOB2149,2025-04-06,Line_4,A,1062,858,826,31.3,48.8
JOB2150,2025-04-06,Line_4,B,1028,828,793,35.0,43.1
JOB2151,2025-04-06,Line_4,C,821,525,494,30.9,54.0
JOB2152,2025-04-07,Line_1,A,957,800,793,6.9,31.2
JOB2153,2025-04-07,Line_1,B,1095,1018,987,30.3,11.3
JOB2154,2025-04-07,Line_1,C,1192,1110,1089,21.0,34.8
JOB2155,2025-04-07,Line_2,A,831,553,528,24.3,47.0
JOB2156,2025-04-07,Line_2,B,1138,987,954,32.7,25.0
JOB2157,2025-04-07,Line_2,C,859,766,735,31.1,37.9
JOB2158,2025-04-07,Line_3,A,995,776,752,23.8,42.1
JOB2159,2025-04-07,Line_3,B,942,738,702,36.7,39.7
JOB2160,2025-04-07,Line_3,C,1163,929,894,35.1,42.4
JOB2161,2025-04-07,Line_4,A,1001,597,583,14.6,90.2
JOB2162,2025-04-07,Line_4,B,952,807,775,31.7,31.1
JOB2163,2025-04-07,Line_4,C,1108,942,901,41.1,39.5
JOB2164,2025-04-08,Line_1,A,1004,888,871,16.9,26.0
JOB2165,2025-04-08,Line_1,B,910,545,508,36.2,67.3
JOB2166,2025-04-08,Line_1,C,1179,1218,1204,14.0,0.0
JOB2167,2025-04-08,Line_2,A,866,779,768,10.1,41.2
JOB2168,2025-04-08,Line_2,B,910,750,722,28.0,49.7
JOB2169,2025-04-08,Line_2,C,812,518,484,33.8,50.0
JOB2170,2025-04-08,Line_3,A,1118,658,639,19.8,88.8
JOB2171,2025-04-08,Line_3,B,871,774,742,31.6,18.3
JOB2172,2025-04-08,Line_3,C,845,674,660,14.1,36.3
JOB2173,2025-04-08,Line_4,A,815,646,629,16.7,29.1
JOB2174,2025-04-08,Line_4,B,984,880,846,33.3,32.4
JOB2175,2025-04-08,Line_4,C,960,768,749,19.7,44.6
JOB2176,2025-04-09,Line_1,A,995,836,800,35.8,46.4
JOB2177,2025-04-09,Line_1,B,1186,1058,1031,27.5,15.2
JOB2178,2025-04-09,Line_1,C,1174,800,764,35.9,73.5
JOB2179,2025-04-09,Line_2,A,800,741,734,6.5,32.4
JOB2180,2025-04-09,Line_2,B,1143,1059,1037,21.7,16.9
JOB2181,2025-04-09,Line_2,C,1069,976,949,27.1,36.4
JOB2182,2025-04-09,Line_3,A,1149,985,958,27.7,28.0
JOB2183,2025-04-09,Line_3,B,855,797,778,19.0,16.5
JOB2184,2025-04-09,Line_3,C,887,881,863,18.1,0.3
JOB2185,2025-04-09,Line_4,A,825,646,636,9.6,34.0
JOB2186,2025-04-09,Line_4,B,912,663,632,30.7,42.6
JOB2187,2025-04-09,Line_4,C,1172,1053,1040,12.9,26.0
JOB2188,2025-04-10,Line_1,A,1197,1046,1031,14.9,33.3
JOB2189,2025-04-10,Line_1,B,813,426,384,41.6,65.6
JOB2190,2025-04-10,Line_1,C,983,853,811,42.1,32.1
JOB2191,2025-04-10,Line_2,A,1096,843,833,10.5,55.2
JOB2192,2025-04-10,Line_2,B,917,894,877,16.9,14.2
JOB2193,2025-04-10,Line_2,C,1004,873,838,34.7,28.4
JOB2194,2025-04-10,Line_3,A,963,633,599,34.0,60.2
JOB2195,2025-04-10,Line_3,B,1023,975,956,18.8,21.2
JOB2196,2025-04-10,Line_3,C,1032,783,777,6.2,43.1
JOB2197,2025-04-10,Line_4,A,1112,928,917,10.9,46.5
JOB2198,2025-04-10,Line_4,B,867,729,701,28.6,34.1
JOB2199,2025-04-10,Line_4,C,994,951,930,21.3,15.6
JOB2200,2025-04-11,Line_1,A,823,882,879,3.7,0.0
