date,machine,shift,downtime_reason,minutes
2025-04-06,Line_4,C,Maintenance,54.0
2025-04-07,Line_1,A,Quality Hold,31.2
2025-04-07,Line_1,B,Material Shortage,11.3
2025-04-07,Line_1,C,Changeover,34.8
2025-04-07,Line_2,A,Quality Hold,47.0
2025-04-07,Line_2,B,Maintenance,25.0
2025-04-07,Line_2,C,Maintenance,37.9
2025-04-07,Line_3,A,Operator Delay,42.1
2025-04-07,Line_3,B,Material Shortage,39.7
2025-04-07,Line_3,C,Maintenance,42.4
2025-04-07,Line_4,A,Changeover,90.2
2025-04-07,Line_4,B,Quality Hold,31.1
2025-04-07,Line_4,C,Changeover,39.5
2025-04-08,Line_1,A,Quality Hold,26.0
2025-04-08,Line_1,B,Maintenance,67.3
2025-04-08,Line_1,C,Material Shortage,0.0
2025-04-08,Line_2,A,Operator Delay,41.2
2025-04-08,Line_2,B,Quality Hold,49.7
2025-04-08,Line_2,C,Maintenance,50.0
2025-04-08,Line_3,A,Operator Delay,88.8
2025-04-08,Line_3,B,Changeover,18.3
2025-04-08,Line_3,C,Quality Hold,36.3
2025-04-08,Line_4,A,Material Shortage,29.1
2025-04-08,Line_4,B,Material Shortage,32.4
2025-04-08,Line_4,C,Changeover,44.6
2025-04-09,Line_1,A,Changeover,46.4
2025-04-09,Line_1,B,Maintenance,15.2
2025-04-09,Line_1,C,Changeover,73.5
2025-04-09,Line_2,A,Changeover,32.4
2025-04-09,Line_2,B,Operator Delay,16.9
2025-04-09,Line_2,C,Maintenance,36.4
2025-04-09,Line_3,A,Maintenance,28.0
2025-04-09,Line_3,B,Maintenance,16.5
2025-04-09,Line_3,C,Changeover,0.3
2025-04-09,Line_4,A,Changeover,34.0
2025-04-09,Line_4,B,Material Shortage,42.6
2025-04-09,Line_4,C,Changeover,26.0
2025-04-10,Line_1,A,Maintenance,33.3
2025-04-10,Line_1,B,Quality Hold,65.6
2025-04-10,Line_1,C,Maintenance,32.1
2025-04-10,Line_2,A,Maintenance,55.2
2025-04-10,Line_2,B,Maintenance,14.2
2025-04-10,Line_2,C,Maintenance,28.4
2025-04-10,Line_3,A,Material Shortage,60.2
2025-04-10,Line_3,B,Material Shortage,21.2
2025-04-10,Line_3,C,Quality Hold,43.1
2025-04-10,Line_4,A,Material Shortage,46.5
2025-04-10,Line_4,B,Operator Delay,34.1
2025-04-10,Line_4,C,Maintenance,15.6
2025-04-11,Line_1,A,Operator Delay,0.0
2025-04-11,Line_1,B,Maintenance,53.5
2025-04-11,Line_1,C,Maintenance,31.5
2025-04-11,Line_2,A,Maintenance,43.8
2025-04-11,Line_2,B,Material Shortage,50.1
2025-04-11,Line_2,C,Material Shortage,36.7
2025-04-11,Line_3,A,Changeover,52.9
2025-04-11,Line_3,B,Quality Hold,26.6
2025-04-11,Line_3,C,Maintenance,45.1
2025-04-11,Line_4,A,Material Shortage,26.4
2025-04-11,Line_4,B,Maintenance,26.1
2025-04-11,Line_4,C,Operator Delay,11.0
2025-04-12,Line_1,A,Changeover,19.7
2025-04-12,Line_1,B,Material Shortage,28.9
2025-04-12,Line_1,C,Operator Delay,40.3
2025-04-12,Line_2,A,Quality Hold,34.7
2025-04-12,Line_2,B,Maintenance,30.9
2025-04-12,Line_2,C,Maintenance,63.0
2025-04-12,Line_3,A,Material Shortage,75.0
2025-04-12,Line_3,B,Maintenance,24.2
2025-04-12,Line_3,C,Material Shortage,32.3
2025-04-12,Line_4,A,Maintenance,28.0
2025-04-12,Line_4,B,Material Shortage,47.5
2025-04-12,Line_4,C,Maintenance,42.5
2025-04-13,Line_1,A,Quality Hold,33.9
2025-04-13,Line_1,B,Maintenance,16.4
2025-04-13,Line_1,C,Changeover,0.0
2025-04-13,Line_2,A,Changeover,23.8
2025-04-13,Line_2,B,Material Shortage,56.2
2025-04-13,Line_2,C,Maintenance,37.9
2025-04-13,Line_3,A,Quality Hold,36.1
2025-04-13,Line_3,B,Quality Hold,33.5
2025-04-13,Line_3,C,Maintenance,80.4
2025-04-13,Line_4,A,Changeover,0.0
2025-04-13,Line_4,B,Maintenance,44.2
2025-04-13,Line_4,C,Material Shortage,55.4
2025-04-14,Line_1,A,Maintenance,14.5
2025-04-14,Line_1,B,Quality Hold,34.6
2025-04-14,Line_1,C,Quality Hold,49.9
2025-04-14,Line_2,A,Changeover,59.6
2025-04-14,Line_2,B,Operator Delay,52.0
2025-04-14,Line_2,C,Maintenance,22.0
2025-04-14,Line_3,A,Maintenance,59.0
2025-04-14,Line_3,B,Operator Delay,69.8
2025-04-14,Line_3,C,Changeover,40.2
2025-04-14,Line_4,A,Changeover,88.0
2025-04-14,Line_4,B,Material Shortage,49.7
2025-04-14,Line_4,C,Material Shortage,15.5
2025-04-15,Line_1,A,Maintenance,36.1
2025-04-15,Line_1,B,Changeover,46.3
2025-04-15,Line_1,C,Changeover,70.3
2025-04-15,Line_2,A,Changeover,18.0
2025-04-15,Line_2,B,Changeover,0.0
2025-04-15,Line_2,C,Maintenance,33.6
2025-04-15,Line_3,A,Material Shortage,43.6
2025-04-15,Line_3,B,Changeover,33.6
2025-04-15,Line_3,C,Maintenance,44.9
2025-04-15,Line_4,A,Maintenance,51.6
2025-04-15,Line_4,B,Maintenance,0.7
2025-04-15,Line_4,C,Maintenance,49.8
2025-04-16,Line_1,A,Changeover,51.4
2025-04-16,Line_1,B,Changeover,43.5
2025-04-16,Line_1,C,Maintenance,29.8
2025-04-16,Line_2,A,Material Shortage,47.7
2025-04-16,Line_2,B,Maintenance,32.2
2025-04-16,Line_2,C,Maintenance,73.5
2025-04-16,Line_3,A,Changeover,14.2
2025-04-16,Line_3,B,Changeover,19.4
2025-04-16,Line_3,C,Material Shortage,66.7
2025-04-16,Line_4,A,Changeover,35.5
2025-04-16,Line_4,B,Material Shortage,33.3
2025-04-16,Line_4,C,Quality Hold,58.8
2025-04-17,Line_1,A,Maintenance,24.4
2025-04-17,Line_1,B,Quality Hold,15.1
2025-04-17,Line_1,C,Material Shortage,32.3
2025-04-17,Line_2,A,Changeover,41.4
2025-04-17,Line_2,B,Changeover,32.1
2025-04-17,Line_2,C,Material Shortage,36.6
2025-04-17,Line_3,A,Maintenance,46.1
2025-04-17,Line_3,B,Operator Delay,49.3
2025-04-17,Line_3,C,Material Shortage,21.6
2025-04-17,Line_4,A,Quality Hold,36.7
2025-04-17,Line_4,B,Quality Hold,20.7
2025-04-17,Line_4,C,Quality Hold,31.5
2025-04-18,Line_1,A,Maintenance,27.5
2025-04-18,Line_1,B,Maintenance,48.8
2025-04-18,Line_1,C,Material Shortage,41.3
2025-04-18,Line_2,A,Maintenance,16.0
2025-04-18,Line_2,B,Quality Hold,47.1
2025-04-18,Line_2,C,Maintenance,0.0
2025-04-18,Line_3,A,Maintenance,80.4
2025-04-18,Line_3,B,Maintenance,25.2
2025-04-18,Line_3,C,Changeover,7.5
2025-04-18,Line_4,A,Maintenance,14.0
2025-04-18,Line_4,B,Maintenance,58.0
2025-04-18,Line_4,C,Maintenance,57.3
2025-04-19,Line_1,A,Changeover,14.8
2025-04-19,Line_1,B,Operator Delay,24.3
2025-04-19,Line_1,C,Maintenance,48.7
2025-04-19,Line_2,A,Changeover,55.9
2025-04-19,Line_2,B,Maintenance,27.2
2025-04-19,Line_2,C,Changeover,50.4
2025-04-19,Line_3,A,Quality Hold,33.6
2025-04-19,Line_3,B,Material Shortage,50.7
2025-04-19,Line_3,C,Maintenance,30.6
2025-04-19,Line_4,A,Maintenance,42.8
2025-04-19,Line_4,B,Quality Hold,61.4
2025-04-19,Line_4,C,Quality Hold,37.0
2025-04-20,Line_1,A,Material Shortage,20.7
2025-04-20,Line_1,B,Changeover,20.2
2025-04-20,Line_1,C,Maintenance,50.5
2025-04-20,Line_2,A,Changeover,53.0
2025-04-20,Line_2,B,Operator Delay,57.5
2025-04-20,Line_2,C,Material Shortage,20.1
2025-04-20,Line_3,A,Quality Hold,33.6
2025-04-20,Line_3,B,Quality Hold,38.9
2025-04-20,Line_3,C,Maintenance,47.9
2025-04-20,Line_4,A,Quality Hold,26.4
2025-04-20,Line_4,B,Changeover,34.0
2025-04-20,Line_4,C,Maintenance,22.9
2025-04-21,Line_1,A,Maintenance,68.4
2025-04-21,Line_1,B,Maintenance,54.5
2025-04-21,Line_1,C,Material Shortage,60.6
2025-04-21,Line_2,A,Changeover,39.6
2025-04-21,Line_2,B,Changeover,27.0
2025-04-21,Line_2,C,Quality Hold,31.7
2025-04-21,Line_3,A,Operator Delay,30.2
2025-04-21,Line_3,B,Maintenance,28.1
2025-04-21,Line_3,C,Changeover,10.5
2025-04-21,Line_4,A,Operator Delay,44.7
2025-04-21,Line_4,B,Quality Hold,20.7
2025-04-21,Line_4,C,Maintenance,23.3
2025-04-22,Line_1,A,Operator Delay,9.2
2025-04-22,Line_1,B,Maintenance,32.3
2025-04-22,Line_1,C,Material Shortage,55.0
2025-04-22,Line_2,A,Quality Hold,40.0
2025-04-22,Line_2,B,Changeover,37.8
2025-04-22,Line_2,C,Maintenance,47.3
2025-04-22,Line_3,A,Material Shortage,17.7
2025-04-22,Line_3,B,Operator Delay,38.8
2025-04-22,Line_3,C,Quality Hold,31.8
2025-04-22,Line_4,A,Material Shortage,53.9
2025-04-22,Line_4,B,Changeover,38.2
2025-04-22,Line_4,C,Maintenance,37.2
2025-04-23,Line_1,A,Changeover,54.4
2025-04-23,Line_1,B,Operator Delay,0.0
2025-04-23,Line_1,C,Material Shortage,51.7
2025-04-23,Line_2,A,Maintenance,36.1
2025-04-23,Line_2,B,Changeover,56.1
2025-04-23,Line_2,C,Maintenance,51.8
2025-04-23,Line_3,A,Quality Hold,30.5
2025-04-23,Line_3,B,Material Shortage,55.1
2025-04-23,Line_3,C,Changeover,28.2
2025-04-23,Line_4,A,Changeover,39.0
2025-04-23,Line_4,B,Changeover,44.6
2025-04-23,Line_4,C,Changeover,37.9
2025-04-24,Line_1,A,Maintenance,51.3
2025-04-24,Line_1,B,Material Shortage,0.0
2025-04-24,Line_1,C,Maintenance,35.3
2025-04-24,Line_2,A,Maintenance,23.5
2025-04-24,Line_2,B,Changeover,32.4
2025-04-24,Line_2,C,Changeover,27.9
2025-04-24,Line_3,A,Material Shortage,33.8
2025-04-24,Line_3,B,Maintenance,78.7
2025-04-24,Line_3,C,Maintenance,20.0
2025-04-24,Line_4,A,Maintenance,13.3
2025-04-24,Line_4,B,Maintenance,29.2
2025-04-24,Line_4,C,Material Shortage,23.7
2025-04-25,Line_1,A,Maintenance,56.6
2025-04-25,Line_1,B,Quality Hold,43.3
2025-04-25,Line_1,C,Maintenance,22.4
2025-04-25,Line_2,A,Operator Delay,35.0
2025-04-25,Line_2,B,Material Shortage,30.9
2025-04-25,Line_2,C,Maintenance,49.6
2025-04-25,Line_3,A,Maintenance,34.4
2025-04-25,Line_3,B,Changeover,49.2
2025-04-25,Line_3,C,Quality Hold,30.6
2025-04-25,Line_4,A,Material Shortage,48.1
2025-04-25,Line_4,B,Maintenance,28.6
2025-04-25,Line_4,C,Maintenance,19.0
2025-04-26,Line_1,A,Material Shortage,32.1
2025-04-26,Line_1,B,Changeover,34.5
2025-04-26,Line_1,C,Material Shortage,14.1
2025-04-26,Line_2,A,Changeover,45.0
2025-04-26,Line_2,B,Maintenance,29.6
2025-04-26,Line_2,C,Material Shortage,23.8
2025-04-26,Line_3,A,Changeover,56.5
2025-04-26,Line_3,B,Material Shortage,0.0
2025-04-26,Line_3,C,Quality Hold,9.9
2025-04-26,Line_4,A,Changeover,32.0
2025-04-26,Line_4,B,Changeover,26.5
2025-04-26,Line_4,C,Changeover,17.9
2025-04-27,Line_1,A,Maintenance,30.2
2025-04-27,Line_1,B,Maintenance,22.3
2025-04-27,Line_1,C,Maintenance,41.5
2025-04-27,Line_2,A,Maintenance,24.5
2025-04-27,Line_2,B,Maintenance,29.4
2025-04-27,Line_2,C,Changeover,24.1
2025-04-27,Line_3,A,Changeover,18.4
2025-04-27,Line_3,B,Quality Hold,36.1
2025-04-27,Line_3,C,Maintenance,59.4
2025-04-27,Line_4,A,Material Shortage,25.9
2025-04-27,Line_4,B,Quality Hold,85.4
2025-04-27,Line_4,C,Maintenance,42.8
2025-04-28,Line_1,A,Material Shortage,7.2
2025-04-28,Line_1,B,Material Shortage,32.0
2025-04-28,Line_1,C,Quality Hold,58.7
2025-04-28,Line_2,A,Maintenance,55.7
2025-04-28,Line_2,B,Changeover,16.7
2025-04-28,Line_2,C,Quality Hold,0.0
2025-04-28,Line_3,A,Maintenance,45.0
2025-04-28,Line_3,B,Maintenance,49.0
2025-04-28,Line_3,C,Quality Hold,47.3
2025-04-28,Line_4,A,Maintenance,60.3
2025-04-28,Line_4,B,Quality Hold,7.3
2025-04-28,Line_4,C,Operator Delay,46.0
2025-04-29,Line_1,A,Maintenance,31.9
2025-04-29,Line_1,B,Quality Hold,69.8
2025-04-29,Line_1,C,Operator Delay,58.6
2025-04-29,Line_2,A,Quality Hold,13.1
2025-04-29,Line_2,B,Quality Hold,0.0
2025-04-29,Line_2,C,Maintenance,6.8
2025-04-29,Line_3,A,Quality Hold,18.7
2025-04-29,Line_3,B,Quality Hold,51.5
2025-04-29,Line_3,C,Material Shortage,38.7
2025-04-29,Line_4,A,Quality Hold,48.8
2025-04-29,Line_4,B,Changeover,37.4
2025-04-29,Line_4,C,Operator Delay,16.1
2025-04-30,Line_1,A,Operator Delay,31.7
2025-04-30,Line_1,B,Quality Hold,42.1
2025-04-30,Line_1,C,Operator Delay,17.8
2025-04-30,Line_2,A,Maintenance,30.1
2025-04-30,Line_2,B,Changeover,57.1
2025-04-30,Line_2,C,Operator Delay,42.3
2025-04-30,Line_3,A,Quality Hold,62.4
2025-04-30,Line_3,B,Changeover,11.7
2025-04-30,Line_3,C,Quality Hold,56.6
2025-04-30,Line_4,A,Maintenance,60.6
2025-04-30,Line_4,B,Operator Delay,31.1
2025-04-30,Line_4,C,Maintenance,36.3
2025-05-01,Line_1,A,Maintenance,25.6
2025-05-01,Line_1,B,Maintenance,57.3
2025-05-01,Line_1,C,Changeover,45.2
2025-05-01,Line_2,A,Operator Delay,0.0
2025-05-01,Line_2,B,Changeover,38.9
2025-05-01,Line_2,C,Material Shortage,33.1
2025-05-01,Line_3,A,Maintenance,44.5
2025-05-01,Line_3,B,Changeover,19.8
2025-05-01,Line_3,C,Changeover,34.6
2025-05-01,Line_4,A,Changeover,27.6
2025-05-01,Line_4,B,Material Shortage,45.5
2025-05-01,Line_4,C,Operator Delay,21.1
2025-05-02,Line_1,A,Changeover,37.9
2025-05-02,Line_1,B,Quality Hold,57.9
2025-05-02,Line_1,C,Quality Hold,18.6
2025-05-02,Line_2,A,Changeover,34.5
2025-05-02,Line_2,B,Quality Hold,0.0
2025-05-02,Line_2,C,Material Shortage,56.6
2025-05-02,Line_3,A,Material Shortage,8.2
2025-05-02,Line_3,B,Changeover,20.4
2025-05-02,Line_3,C,Changeover,19.5
2025-05-02,Line_4,A,Operator Delay,40.5
2025-05-02,Line_4,B,Maintenance,64.4
2025-05-02,Line_4,C,Quality Hold,43.1
2025-05-03,Line_1,A,Maintenance,58.7
2025-05-03,Line_1,B,Maintenance,44.9
2025-05-03,Line_1,C,Changeover,27.4
2025-05-03,Line_2,A,Material Shortage,74.8
2025-05-03,Line_2,B,Maintenance,49.6
2025-05-03,Line_2,C,Changeover,26.4
2025-05-03,Line_3,A,Material Shortage,43.4
2025-05-03,Line_3,B,Changeover,13.0
2025-05-03,Line_3,C,Quality Hold,36.5
2025-05-03,Line_4,A,Material Shortage,50.7
2025-05-03,Line_4,B,Changeover,3.2
2025-05-03,Line_4,C,Material Shortage,60.2
2025-05-04,Line_1,A,Material Shortage,0.0
2025-05-04,Line_1,B,Quality Hold,5.6
2025-05-04,Line_1,C,Maintenance,45.9
2025-05-04,Line_2,A,Maintenance,23.9
2025-05-04,Line_2,B,Material Shortage,23.0
2025-05-04,Line_2,C,Quality Hold,27.0
2025-05-04,Line_3,A,Changeover,29.7
2025-05-04,Line_3,B,Material Shortage,53.9
2025-05-04,Line_3,C,Maintenance,20.9
2025-05-04,Line_4,A,Quality Hold,38.8
2025-05-04,Line_4,B,Changeover,26.8
2025-05-04,Line_4,C,Maintenance,41.6
2025-05-05,Line_1,A,Material Shortage,28.5
2025-05-05,Line_1,B,Maintenance,34.8
2025-05-05,Line_1,C,Maintenance,55.9
2025-05-05,Line_2,A,Changeover,22.2
2025-05-05,Line_2,B,Quality Hold,23.6
2025-05-05,Line_2,C,Maintenance,46.0
2025-05-05,Line_3,A,Quality Hold,72.0
2025-05-05,Line_3,B,Material Shortage,56.8
2025-05-05,Line_3,C,Material Shortage,46.3
2025-05-05,Line_4,A,Quality Hold,62.6
2025-05-05,Line_4,B,Maintenance,28.6
2025-05-05,Line_4,C,Maintenance,59.7
2025-05-06,Line_1,A,Maintenance,16.9
2025-05-06,Line_1,B,Quality Hold,57.1
2025-05-06,Line_1,C,Material Shortage,3.1
2025-05-06,Line_2,A,Operator Delay,37.1
2025-05-06,Line_2,B,Changeover,22.5
2025-05-06,Line_2,C,Quality Hold,57.2
2025-05-06,Line_3,A,Quality Hold,0.0
2025-05-06,Line_3,B,Changeover,76.6
2025-05-06,Line_3,C,Changeover,34.3
2025-05-06,Line_4,A,Maintenance,49.8
2025-05-06,Line_4,B,Material Shortage,66.5
2025-05-06,Line_4,C,Material Shortage,7.2
2025-05-07,Line_1,A,Quality Hold,3.6
2025-05-07,Line_1,B,Operator Delay,48.5
2025-05-07,Line_1,C,Maintenance,0.0
2025-05-07,Line_2,A,Changeover,69.0
2025-05-07,Line_2,B,Maintenance,47.9
2025-05-07,Line_2,C,Maintenance,75.3
2025-05-07,Line_3,A,Changeover,32.0
2025-05-07,Line_3,B,Changeover,53.3
2025-05-07,Line_3,C,Quality Hold,52.0
2025-05-07,Line_4,A,Maintenance,0.7
2025-05-07,Line_4,B,Material Shortage,40.8
2025-05-07,Line_4,C,Changeover,43.6
2025-05-08,Line_1,A,Material Shortage,71.9
2025-05-08,Line_1,B,Changeover,42.4
2025-05-08,Line_1,C,Maintenance,40.4
2025-05-08,Line_2,A,Material Shortage,35.3
2025-05-08,Line_2,B,Changeover,61.7
2025-05-08,Line_2,C,Quality Hold,11.9
2025-05-08,Line_3,A,Quality Hold,39.3
2025-05-08,Line_3,B,Changeover,40.2
2025-05-08,Line_3,C,Maintenance,35.2
2025-05-08,Line_4,A,Maintenance,25.8
2025-05-08,Line_4,B,Material Shortage,47.7
2025-05-08,Line_4,C,Quality Hold,55.0
2025-05-09,Line_1,A,Operator Delay,45.9
2025-05-09,Line_1,B,Operator Delay,27.8
2025-05-09,Line_1,C,Material Shortage,51.2
2025-05-09,Line_2,A,Changeover,30.3
2025-05-09,Line_2,B,Operator Delay,24.9
2025-05-09,Line_2,C,Changeover,29.7
2025-05-09,Line_3,A,Maintenance,46.0
2025-05-09,Line_3,B,Material Shortage,50.6
2025-05-09,Line_3,C,Material Shortage,61.4
2025-05-09,Line_4,A,Maintenance,41.3
2025-05-09,Line_4,B,Operator Delay,63.0
2025-05-09,Line_4,C,Changeover,17.7
2025-05-10,Line_1,A,Quality Hold,27.3
2025-05-10,Line_1,B,Maintenance,23.2
2025-05-10,Line_1,C,Changeover,27.3
2025-05-10,Line_2,A,Material Shortage,60.2
2025-05-10,Line_2,B,Maintenance,29.7
2025-05-10,Line_2,C,Maintenance,61.1
2025-05-10,Line_3,A,Material Shortage,47.2
2025-05-10,Line_3,B,Changeover,51.7
2025-05-10,Line_3,C,Quality Hold,4.1
2025-05-10,Line_4,A,Quality Hold,44.5
2025-05-10,Line_4,B,Quality Hold,32.5
2025-05-10,Line_4,C,Changeover,7.7
2025-05-11,Line_1,A,Material Shortage,56.3
2025-05-11,Line_1,B,Quality Hold,28.2
2025-05-11,Line_1,C,Changeover,53.6
2025-05-11,Line_2,A,Material Shortage,18.2
2025-05-11,Line_2,B,Changeover,22.1
2025-05-11,Line_2,C,Maintenance,47.8
2025-05-11,Line_3,A,Quality Hold,0.0
2025-05-11,Line_3,B,Operator Delay,23.7
2025-05-11,Line_3,C,Operator Delay,0.0
2025-05-11,Line_4,A,Material Shortage,47.1
2025-05-11,Line_4,B,Changeover,55.5
2025-05-11,Line_4,C,Material Shortage,20.0
2025-05-12,Line_1,A,Maintenance,33.8
2025-05-12,Line_1,B,Operator Delay,24.0
2025-05-12,Line_1,C,Material Shortage,47.5
2025-05-12,Line_2,A,Material Shortage,37.8
2025-05-12,Line_2,B,Maintenance,24.6
2025-05-12,Line_2,C,Changeover,34.2
2025-05-12,Line_3,A,Changeover,25.0
2025-05-12,Line_3,B,Maintenance,28.7
2025-05-12,Line_3,C,Changeover,54.0
2025-05-12,Line_4,A,Quality Hold,46.5
2025-05-12,Line_4,B,Maintenance,40.9
2025-05-12,Line_4,C,Material Shortage,69.2
2025-05-13,Line_1,A,Changeover,0.0
2025-05-13,Line_1,B,Changeover,23.0
2025-05-13,Line_1,C,Maintenance,55.1
2025-05-13,Line_2,A,Material Shortage,41.8
2025-05-13,Line_2,B,Quality Hold,35.6
2025-05-13,Line_2,C,Changeover,46.3
2025-05-13,Line_3,A,Maintenance,31.5
2025-05-13,Line_3,B,Quality Hold,28.3
2025-05-13,Line_3,C,Operator Delay,29.4
2025-05-13,Line_4,A,Quality Hold,18.4
2025-05-13,Line_4,B,Operator Delay,77.2
2025-05-13,Line_4,C,Changeover,24.2
2025-05-14,Line_1,A,Operator Delay,43.6
2025-05-14,Line_1,B,Changeover,19.9
2025-05-14,Line_1,C,Operator Delay,52.7
2025-05-14,Line_2,A,Changeover,23.0
2025-05-14,Line_2,B,Maintenance,9.1
2025-05-14,Line_2,C,Operator Delay,32.1
2025-05-14,Line_3,A,Changeover,25.4
2025-05-14,Line_3,B,Maintenance,21.4
2025-05-14,Line_3,C,Changeover,59.7
2025-05-14,Line_4,A,Maintenance,39.9
2025-05-14,Line_4,B,Material Shortage,66.7
2025-05-14,Line_4,C,Maintenance,8.4
2025-05-15,Line_1,A,Maintenance,43.9
2025-05-15,Line_1,B,Maintenance,18.4
2025-05-15,Line_1,C,Operator Delay,49.5
2025-05-15,Line_2,A,Operator Delay,68.4
2025-05-15,Line_2,B,Quality Hold,46.5
2025-05-15,Line_2,C,Changeover,45.0
2025-05-15,Line_3,A,Material Shortage,61.1
2025-05-15,Line_3,B,Maintenance,7.9
2025-05-15,Line_3,C,Material Shortage,26.4
2025-05-15,Line_4,A,Maintenance,24.6
2025-05-15,Line_4,B,Maintenance,18.3
2025-05-15,Line_4,C,Quality Hold,30.9
2025-05-16,Line_1,A,Changeover,30.5
2025-05-16,Line_1,B,Material Shortage,55.5
2025-05-16,Line_1,C,Maintenance,30.5
2025-05-16,Line_2,A,Quality Hold,44.7
2025-05-16,Line_2,B,Quality Hold,5.3
2025-05-16,Line_2,C,Material Shortage,47.6
2025-05-16,Line_3,A,Changeover,68.8
2025-05-16,Line_3,B,Operator Delay,14.6
2025-05-16,Line_3,C,Changeover,15.5
2025-05-16,Line_4,A,Quality Hold,35.4
2025-05-16,Line_4,B,Quality Hold,37.5
2025-05-16,Line_4,C,Maintenance,74.0
2025-05-17,Line_1,A,Material Shortage,19.5
2025-05-17,Line_1,B,Quality Hold,47.5
2025-05-17,Line_1,C,Maintenance,30.8
2025-05-17,Line_2,A,Quality Hold,45.7
2025-05-17,Line_2,B,Maintenance,22.6
2025-05-17,Line_2,C,Changeover,26.6
2025-05-17,Line_3,A,Changeover,72.0
2025-05-17,Line_3,B,Quality Hold,48.8
2025-05-17,Line_3,C,Operator Delay,68.5
2025-05-17,Line_4,A,Changeover,30.3
2025-05-17,Line_4,B,Maintenance,49.2
2025-05-17,Line_4,C,Changeover,22.9
2025-05-18,Line_1,A,Quality Hold,56.3
2025-05-18,Line_1,B,Material Shortage,37.0
2025-05-18,Line_1,C,Maintenance,16.1
2025-05-18,Line_2,A,Material Shortage,58.7
2025-05-18,Line_2,B,Changeover,58.8
2025-05-18,Line_2,C,Maintenance,60.8
2025-05-18,Line_3,A,Quality Hold,47.0
2025-05-18,Line_3,B,Material Shortage,28.3
2025-05-18,Line_3,C,Maintenance,15.4
2025-05-18,Line_4,A,Operator Delay,40.7
2025-05-18,Line_4,B,Maintenance,1.2
2025-05-18,Line_4,C,Material Shortage,69.4
2025-05-19,Line_1,A,Maintenance,53.0
2025-05-19,Line_1,B,Maintenance,20.7
2025-05-19,Line_1,C,Operator Delay,19.4
2025-05-19,Line_2,A,Maintenance,75.4
2025-05-19,Line_2,B,Operator Delay,31.2
2025-05-19,Line_2,C,Operator Delay,39.2
2025-05-19,Line_3,A,Quality Hold,17.6
2025-05-19,Line_3,B,Quality Hold,7.2
2025-05-19,Line_3,C,Operator Delay,24.2
2025-05-19,Line_4,A,Operator Delay,22.6
2025-05-19,Line_4,B,Quality Hold,51.9
2025-05-19,Line_4,C,Changeover,35.5
2025-05-20,Line_1,A,Maintenance,52.0
2025-05-20,Line_1,B,Changeover,37.7
2025-05-20,Line_1,C,Quality Hold,41.1
2025-05-20,Line_2,A,Quality Hold,33.8
2025-05-20,Line_2,B,Material Shortage,0.0
2025-05-20,Line_2,C,Quality Hold,3.5
2025-05-20,Line_3,A,Quality Hold,27.0
2025-05-20,Line_3,B,Quality Hold,42.5
2025-05-20,Line_3,C,Maintenance,26.8
2025-05-20,Line_4,A,Quality Hold,1.2
2025-05-20,Line_4,B,Changeover,60.2
2025-05-20,Line_4,C,Operator Delay,29.7
2025-05-21,Line_1,A,Material Shortage,25.3
2025-05-21,Line_1,B,Operator Delay,52.9
2025-05-21,Line_1,C,Maintenance,12.4
2025-05-21,Line_2,A,Material Shortage,26.6
2025-05-21,Line_2,B,Quality Hold,51.9
2025-05-21,Line_2,C,Quality Hold,27.0
2025-05-21,Line_3,A,Quality Hold,69.2
2025-05-21,Line_3,B,Operator Delay,43.0
2025-05-21,Line_3,C,Material Shortage,28.7
2025-05-21,Line_4,A,Quality Hold,31.7
2025-05-21,Line_4,B,Material Shortage,32.9
2025-05-21,Line_4,C,Changeover,48.4
2025-05-22,Line_1,A,Quality Hold,45.5
2025-05-22,Line_1,B,Changeover,15.5
2025-05-22,Line_1,C,Quality Hold,28.4
2025-05-22,Line_2,A,Quality Hold,31.0
2025-05-22,Line_2,B,Maintenance,19.4
2025-05-22,Line_2,C,Quality Hold,21.2
2025-05-22,Line_3,A,Maintenance,84.0
2025-05-22,Line_3,B,Operator Delay,52.7
2025-05-22,Line_3,C,Material Shortage,25.9
2025-05-22,Line_4,A,Material Shortage,33.0
2025-05-22,Line_4,B,Quality Hold,50.8
2025-05-22,Line_4,C,Quality Hold,23.9
2025-05-23,Line_1,A,Operator Delay,58.8
2025-05-23,Line_1,B,Changeover,50.3
2025-05-23,Line_1,C,Changeover,46.7
2025-05-23,Line_2,A,Changeover,55.8
2025-05-23,Line_2,B,Maintenance,30.3
2025-05-23,Line_2,C,Maintenance,44.5
2025-05-23,Line_3,A,Changeover,1.6
2025-05-23,Line_3,B,Maintenance,68.4
2025-05-23,Line_3,C,Changeover,45.6
2025-05-23,Line_4,A,Maintenance,19.7
2025-05-23,Line_4,B,Changeover,38.7
2025-05-23,Line_4,C,Changeover,26.6
2025-05-24,Line_1,A,Changeover,49.6
2025-05-24,Line_1,B,Operator Delay,58.9
2025-05-24,Line_1,C,Quality Hold,23.4
2025-05-24,Line_2,A,Changeover,27.7
2025-05-24,Line_2,B,Material Shortage,31.5
2025-05-24,Line_2,C,Quality Hold,37.0
2025-05-24,Line_3,A,Material Shortage,38.8
2025-05-24,Line_3,B,Changeover,14.1
2025-05-24,Line_3,C,Maintenance,56.4
2025-05-24,Line_4,A,Changeover,19.8
2025-05-24,Line_4,B,Changeover,29.1
